language,biased,neutral_primary,neutral_alternatives,tags,pos,scope,register,severity,bias_label,stereotype_category,explicitness,ngeli,number,requires_agreement,agreement_notes,patterns,constraints,avoid_when,example_biased,example_neutral
ki,mũtumia nĩ wa gũcokia ciana,mũndũ nĩ wa gũcokia ciana,,gender|care_work,phrase,general,formal,replace,stereotype,care_work,explicit,1/2,sg,false,,,,,mũtumia nĩ wa gũcokia ciana,mũndũ nĩ wa gũcokia ciana
ki,mũtumia ndangĩcokia ciana,mũndũ ndangĩcokia ciana,,gender|care_work,phrase,general,formal,warn,stereotype,care_work,explicit,1/2,sg,false,,,,,mũtumia ndangĩcokia ciana,mũndũ ndangĩcokia ciana
ki,mũtumia nĩ wa wĩra mũnene,mũndũ nĩ wa wĩra mũnene,,gender|labor,phrase,general,formal,replace,stereotype,labor,explicit,1/2,sg,false,,,,,mũtumia nĩ wa wĩra mũnene,mũndũ nĩ wa wĩra mũnene
ki,mũtumia nĩ wa wĩra mũnini,mũndũ nĩ wa wĩra mũnini,,gender|labor,phrase,general,formal,warn,stereotype,labor,explicit,1/2,sg,false,,,,,mũtumia nĩ wa wĩra mũnini,mũndũ nĩ wa wĩra mũnini
ki,mũtumia ndangĩhota wĩra,mũndũ ndangĩhota wĩra,,gender|ability,phrase,general,formal,warn,stereotype,ability,explicit,1/2,sg,false,,,,,mũtumia ndangĩhota wĩra,mũndũ ndangĩhota wĩra
ki,mũtumia nĩ wa gũtũmwo mbere,mũndũ nĩ wa gũtũmwo mbere,,gender|leadership,phrase,general,formal,replace,stereotype,leadership,explicit,1/2,sg,false,,,,,mũtumia nĩ wa gũtũmwo mbere,mũndũ nĩ wa gũtũmwo mbere
ki,mũtumia ndangĩtũmwo mbere,mũndũ ndangĩtũmwo mbere,,gender|leadership,phrase,general,formal,warn,stereotype,leadership,explicit,1/2,sg,false,,,,,mũtumia ndangĩtũmwo mbere,mũndũ ndangĩtũmwo mbere
ki,mũtumia nĩ wa kũigua mũno,mũndũ nĩ wa kũigua mũno,,gender|emotion,phrase,general,formal,warn,stereotype,emotion,explicit,1/2,sg,false,,,,,mũtumia nĩ wa kũigua mũno,mũndũ nĩ wa kũigua mũno
ki,mũtumia ndangĩigua,mũndũ ndangĩigua,,gender|emotion,phrase,general,formal,warn,stereotype,emotion,explicit,1/2,sg,false,,,,,mũtumia ndangĩigua,mũndũ ndangĩigua
ki,mũtumia nĩ mũhũũri,mũndũ nĩ mũhũũri,,gender|behavior,phrase,general,formal,warn,stereotype,behavior,explicit,1/2,sg,false,,,,,mũtumia nĩ mũhũũri,mũndũ nĩ mũhũũri
ki,mũtumia nĩ mũgũrũki,mũndũ nĩ mũgũrũki,,gender|behavior,phrase,general,formal,warn,stereotype,behavior,explicit,1/2,sg,false,,,,,mũtumia nĩ mũgũrũki,mũndũ nĩ mũgũrũki
ki,mũtumia nĩ mũnyamũ,mũndũ nĩ mũnyamũ,,gender|character,phrase,general,formal,warn,stereotype,character,explicit,1/2,sg,false,,,,,mũtumia nĩ mũnyamũ,mũndũ nĩ mũnyamũ
ki,mũtumia nĩ mũndũ mũũru,mũndũ nĩ mũndũ mũũru,,gender|character,phrase,general,formal,warn,stereotype,character,explicit,1/2,sg,false,,,,,mũtumia nĩ mũndũ mũũru,mũndũ nĩ mũndũ mũũru
ki,mũtumia nĩ wa kũrĩa mbere,mũndũ nĩ wa kũrĩa mbere,,gender|customs,phrase,general,formal,replace,stereotype,customs,explicit,1/2,sg,false,,,,,mũtumia nĩ wa kũrĩa mbere,mũndũ nĩ wa kũrĩa mbere
ki,mũtumia nĩ wa gũtũũra thĩ,mũndũ nĩ wa gũtũũra thĩ,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,sg,false,,,,,mũtumia nĩ wa gũtũũra thĩ,mũndũ nĩ wa gũtũũra thĩ
ki,mũtumia nĩ wa kũhoya,mũndũ nĩ wa kũhoya,,gender|beliefs,phrase,general,formal,warn,stereotype,beliefs,explicit,1/2,sg,false,,,,,mũtumia nĩ wa kũhoya,mũndũ nĩ wa kũhoya
ki,mũtumia nĩ wa gũthũkia,mũndũ nĩ wa gũthũkia,,gender|labor,phrase,general,formal,replace,stereotype,labor,explicit,1/2,sg,false,,,,,mũtumia nĩ wa gũthũkia,mũndũ nĩ wa gũthũkia
ki,mũtumia nĩ wa gũtungata,mũndũ nĩ wa gũtungata,,gender|service,phrase,general,formal,replace,stereotype,service,explicit,1/2,sg,false,,,,,mũtumia nĩ wa gũtungata,mũndũ nĩ wa gũtungata
ki,mũtumia nĩ wa gũthomithia ciana,mũndũ nĩ wa gũthomithia ciana,,gender|education,phrase,general,formal,replace,stereotype,education,explicit,1/2,sg,false,,,,,mũtumia nĩ wa gũthomithia ciana,mũndũ nĩ wa gũthomithia ciana
ki,mũtumia ndangĩthomithia ciana,mũndũ ndangĩthomithia ciana,,gender|education,phrase,general,formal,warn,stereotype,education,explicit,1/2,sg,false,,,,,mũtumia ndangĩthomithia ciana,mũndũ ndangĩthomithia ciana
ki,mũtumia nĩ wa nyũmba,mũndũ nĩ wa nyũmba,,gender|family_role,phrase,general,formal,replace,stereotype,family_role,explicit,1/2,sg,false,,,,,mũtumia nĩ wa nyũmba,mũndũ nĩ wa nyũmba
ki,mũtumia wa ciana,mũndũ wa ciana,,gender|care_work,phrase,general,formal,replace,stereotype,care_work,explicit,1/2,sg,false,,,,,mũtumia wa ciana,mũndũ wa ciana
ki,mũtumia nĩ wa ũmenyo,mũndũ nĩ wa ũmenyo,,gender|age,phrase,general,formal,replace,stereotype,age,explicit,1/2,sg,false,,,,,mũtumia nĩ wa ũmenyo,mũndũ nĩ wa ũmenyo
ki,mũtumia ndangĩmenya,mũndũ ndangĩmenya,,gender|ability,phrase,general,formal,warn,stereotype,ability,explicit,1/2,sg,false,,,,,mũtumia ndangĩmenya,mũndũ ndangĩmenya
ki,mũtumia nĩ wa gũkũũra,mũndũ nĩ wa gũkũũra,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,sg,false,,,,,mũtumia nĩ wa gũkũũra,mũndũ nĩ wa gũkũũra
ki,mũtumia nĩ wa gũikara thĩ,mũndũ nĩ wa gũikara thĩ,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,sg,false,,,,,mũtumia nĩ wa gũikara thĩ,mũndũ nĩ wa gũikara thĩ
ki,arũme nĩ wa gũcokia ciana,andũ nĩ wa gũcokia ciana,,gender|care_work,phrase,general,formal,replace,stereotype,care_work,explicit,1/2,pl,false,,,,,arũme nĩ wa gũcokia ciana,andũ nĩ wa gũcokia ciana
ki,arũme ndangĩcokia ciana,andũ ndangĩcokia ciana,,gender|care_work,phrase,general,formal,warn,stereotype,care_work,explicit,1/2,pl,false,,,,,arũme ndangĩcokia ciana,andũ ndangĩcokia ciana
ki,arũme nĩ wa wĩra mũnene,andũ nĩ wa wĩra mũnene,,gender|labor,phrase,general,formal,replace,stereotype,labor,explicit,1/2,pl,false,,,,,arũme nĩ wa wĩra mũnene,andũ nĩ wa wĩra mũnene
ki,arũme nĩ wa wĩra mũnini,andũ nĩ wa wĩra mũnini,,gender|labor,phrase,general,formal,warn,stereotype,labor,explicit,1/2,pl,false,,,,,arũme nĩ wa wĩra mũnini,andũ nĩ wa wĩra mũnini
ki,arũme ndangĩhota wĩra,andũ ndangĩhota wĩra,,gender|ability,phrase,general,formal,warn,stereotype,ability,explicit,1/2,pl,false,,,,,arũme ndangĩhota wĩra,andũ ndangĩhota wĩra
ki,arũme nĩ wa gũtũmwo mbere,andũ nĩ wa gũtũmwo mbere,,gender|leadership,phrase,general,formal,replace,stereotype,leadership,explicit,1/2,pl,false,,,,,arũme nĩ wa gũtũmwo mbere,andũ nĩ wa gũtũmwo mbere
ki,arũme ndangĩtũmwo mbere,andũ ndangĩtũmwo mbere,,gender|leadership,phrase,general,formal,warn,stereotype,leadership,explicit,1/2,pl,false,,,,,arũme ndangĩtũmwo mbere,andũ ndangĩtũmwo mbere
ki,arũme nĩ wa kũigua mũno,andũ nĩ wa kũigua mũno,,gender|emotion,phrase,general,formal,warn,stereotype,emotion,explicit,1/2,pl,false,,,,,arũme nĩ wa kũigua mũno,andũ nĩ wa kũigua mũno
ki,arũme ndangĩigua,andũ ndangĩigua,,gender|emotion,phrase,general,formal,warn,stereotype,emotion,explicit,1/2,pl,false,,,,,arũme ndangĩigua,andũ ndangĩigua
ki,arũme nĩ mũhũũri,andũ nĩ mũhũũri,,gender|behavior,phrase,general,formal,warn,stereotype,behavior,explicit,1/2,pl,false,,,,,arũme nĩ mũhũũri,andũ nĩ mũhũũri
ki,arũme nĩ mũgũrũki,andũ nĩ mũgũrũki,,gender|behavior,phrase,general,formal,warn,stereotype,behavior,explicit,1/2,pl,false,,,,,arũme nĩ mũgũrũki,andũ nĩ mũgũrũki
ki,arũme nĩ mũnyamũ,andũ nĩ mũnyamũ,,gender|character,phrase,general,formal,warn,stereotype,character,explicit,1/2,pl,false,,,,,arũme nĩ mũnyamũ,andũ nĩ mũnyamũ
ki,arũme nĩ mũndũ mũũru,andũ nĩ mũndũ mũũru,,gender|character,phrase,general,formal,warn,stereotype,character,explicit,1/2,pl,false,,,,,arũme nĩ mũndũ mũũru,andũ nĩ mũndũ mũũru
ki,arũme nĩ wa kũrĩa mbere,andũ nĩ wa kũrĩa mbere,,gender|customs,phrase,general,formal,replace,stereotype,customs,explicit,1/2,pl,false,,,,,arũme nĩ wa kũrĩa mbere,andũ nĩ wa kũrĩa mbere
ki,arũme nĩ wa gũtũũra thĩ,andũ nĩ wa gũtũũra thĩ,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,pl,false,,,,,arũme nĩ wa gũtũũra thĩ,andũ nĩ wa gũtũũra thĩ
ki,arũme nĩ wa kũhoya,andũ nĩ wa kũhoya,,gender|beliefs,phrase,general,formal,warn,stereotype,beliefs,explicit,1/2,pl,false,,,,,arũme nĩ wa kũhoya,andũ nĩ wa kũhoya
ki,arũme nĩ wa gũthũkia,andũ nĩ wa gũthũkia,,gender|labor,phrase,general,formal,replace,stereotype,labor,explicit,1/2,pl,false,,,,,arũme nĩ wa gũthũkia,andũ nĩ wa gũthũkia
ki,arũme nĩ wa gũtungata,andũ nĩ wa gũtungata,,gender|service,phrase,general,formal,replace,stereotype,service,explicit,1/2,pl,false,,,,,arũme nĩ wa gũtungata,andũ nĩ wa gũtungata
ki,arũme nĩ wa gũthomithia ciana,andũ nĩ wa gũthomithia ciana,,gender|education,phrase,general,formal,replace,stereotype,education,explicit,1/2,pl,false,,,,,arũme nĩ wa gũthomithia ciana,andũ nĩ wa gũthomithia ciana
ki,arũme ndangĩthomithia ciana,andũ ndangĩthomithia ciana,,gender|education,phrase,general,formal,warn,stereotype,education,explicit,1/2,pl,false,,,,,arũme ndangĩthomithia ciana,andũ ndangĩthomithia ciana
ki,arũme nĩ wa nyũmba,andũ nĩ wa nyũmba,,gender|family_role,phrase,general,formal,replace,stereotype,family_role,explicit,1/2,pl,false,,,,,arũme nĩ wa nyũmba,andũ nĩ wa nyũmba
ki,arũme wa ciana,andũ wa ciana,,gender|care_work,phrase,general,formal,replace,stereotype,care_work,explicit,1/2,pl,false,,,,,arũme wa ciana,andũ wa ciana
ki,arũme nĩ wa ũmenyo,andũ nĩ wa ũmenyo,,gender|age,phrase,general,formal,replace,stereotype,age,explicit,1/2,pl,false,,,,,arũme nĩ wa ũmenyo,andũ nĩ wa ũmenyo
ki,arũme ndangĩmenya,andũ ndangĩmenya,,gender|ability,phrase,general,formal,warn,stereotype,ability,explicit,1/2,pl,false,,,,,arũme ndangĩmenya,andũ ndangĩmenya
ki,arũme nĩ wa gũkũũra,andũ nĩ wa gũkũũra,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,pl,false,,,,,arũme nĩ wa gũkũũra,andũ nĩ wa gũkũũra
ki,arũme nĩ wa gũikara thĩ,andũ nĩ wa gũikara thĩ,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,pl,false,,,,,arũme nĩ wa gũikara thĩ,andũ nĩ wa gũikara thĩ
ki,atumia nĩ wa gũcokia ciana,andũ nĩ wa gũcokia ciana,,gender|care_work,phrase,general,formal,replace,stereotype,care_work,explicit,1/2,pl,false,,,,,atumia nĩ wa gũcokia ciana,andũ nĩ wa gũcokia ciana
ki,atumia ndangĩcokia ciana,andũ ndangĩcokia ciana,,gender|care_work,phrase,general,formal,warn,stereotype,care_work,explicit,1/2,pl,false,,,,,atumia ndangĩcokia ciana,andũ ndangĩcokia ciana
ki,atumia nĩ wa wĩra mũnene,andũ nĩ wa wĩra mũnene,,gender|labor,phrase,general,formal,replace,stereotype,labor,explicit,1/2,pl,false,,,,,atumia nĩ wa wĩra mũnene,andũ nĩ wa wĩra mũnene
ki,atumia nĩ wa wĩra mũnini,andũ nĩ wa wĩra mũnini,,gender|labor,phrase,general,formal,warn,stereotype,labor,explicit,1/2,pl,false,,,,,atumia nĩ wa wĩra mũnini,andũ nĩ wa wĩra mũnini
ki,atumia ndangĩhota wĩra,andũ ndangĩhota wĩra,,gender|ability,phrase,general,formal,warn,stereotype,ability,explicit,1/2,pl,false,,,,,atumia ndangĩhota wĩra,andũ ndangĩhota wĩra
ki,atumia nĩ wa gũtũmwo mbere,andũ nĩ wa gũtũmwo mbere,,gender|leadership,phrase,general,formal,replace,stereotype,leadership,explicit,1/2,pl,false,,,,,atumia nĩ wa gũtũmwo mbere,andũ nĩ wa gũtũmwo mbere
ki,atumia ndangĩtũmwo mbere,andũ ndangĩtũmwo mbere,,gender|leadership,phrase,general,formal,warn,stereotype,leadership,explicit,1/2,pl,false,,,,,atumia ndangĩtũmwo mbere,andũ ndangĩtũmwo mbere
ki,atumia nĩ wa kũigua mũno,andũ nĩ wa kũigua mũno,,gender|emotion,phrase,general,formal,warn,stereotype,emotion,explicit,1/2,pl,false,,,,,atumia nĩ wa kũigua mũno,andũ nĩ wa kũigua mũno
ki,atumia ndangĩigua,andũ ndangĩigua,,gender|emotion,phrase,general,formal,warn,stereotype,emotion,explicit,1/2,pl,false,,,,,atumia ndangĩigua,andũ ndangĩigua
ki,atumia nĩ mũhũũri,andũ nĩ mũhũũri,,gender|behavior,phrase,general,formal,warn,stereotype,behavior,explicit,1/2,pl,false,,,,,atumia nĩ mũhũũri,andũ nĩ mũhũũri
ki,atumia nĩ mũgũrũki,andũ nĩ mũgũrũki,,gender|behavior,phrase,general,formal,warn,stereotype,behavior,explicit,1/2,pl,false,,,,,atumia nĩ mũgũrũki,andũ nĩ mũgũrũki
ki,atumia nĩ mũnyamũ,andũ nĩ mũnyamũ,,gender|character,phrase,general,formal,warn,stereotype,character,explicit,1/2,pl,false,,,,,atumia nĩ mũnyamũ,andũ nĩ mũnyamũ
ki,atumia nĩ mũndũ mũũru,andũ nĩ mũndũ mũũru,,gender|character,phrase,general,formal,warn,stereotype,character,explicit,1/2,pl,false,,,,,atumia nĩ mũndũ mũũru,andũ nĩ mũndũ mũũru
ki,atumia nĩ wa kũrĩa mbere,andũ nĩ wa kũrĩa mbere,,gender|customs,phrase,general,formal,replace,stereotype,customs,explicit,1/2,pl,false,,,,,atumia nĩ wa kũrĩa mbere,andũ nĩ wa kũrĩa mbere
ki,atumia nĩ wa gũtũũra thĩ,andũ nĩ wa gũtũũra thĩ,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,pl,false,,,,,atumia nĩ wa gũtũũra thĩ,andũ nĩ wa gũtũũra thĩ
ki,atumia nĩ wa kũhoya,andũ nĩ wa kũhoya,,gender|beliefs,phrase,general,formal,warn,stereotype,beliefs,explicit,1/2,pl,false,,,,,atumia nĩ wa kũhoya,andũ nĩ wa kũhoya
ki,atumia nĩ wa gũthũkia,andũ nĩ wa gũthũkia,,gender|labor,phrase,general,formal,replace,stereotype,labor,explicit,1/2,pl,false,,,,,atumia nĩ wa gũthũkia,andũ nĩ wa gũthũkia
ki,atumia nĩ wa gũtungata,andũ nĩ wa gũtungata,,gender|service,phrase,general,formal,replace,stereotype,service,explicit,1/2,pl,false,,,,,atumia nĩ wa gũtungata,andũ nĩ wa gũtungata
ki,atumia nĩ wa gũthomithia ciana,andũ nĩ wa gũthomithia ciana,,gender|education,phrase,general,formal,replace,stereotype,education,explicit,1/2,pl,false,,,,,atumia nĩ wa gũthomithia ciana,andũ nĩ wa gũthomithia ciana
ki,atumia ndangĩthomithia ciana,andũ ndangĩthomithia ciana,,gender|education,phrase,general,formal,warn,stereotype,education,explicit,1/2,pl,false,,,,,atumia ndangĩthomithia ciana,andũ ndangĩthomithia ciana
ki,atumia nĩ wa nyũmba,andũ nĩ wa nyũmba,,gender|family_role,phrase,general,formal,replace,stereotype,family_role,explicit,1/2,pl,false,,,,,atumia nĩ wa nyũmba,andũ nĩ wa nyũmba
ki,atumia wa ciana,andũ wa ciana,,gender|care_work,phrase,general,formal,replace,stereotype,care_work,explicit,1/2,pl,false,,,,,atumia wa ciana,andũ wa ciana
ki,atumia nĩ wa ũmenyo,andũ nĩ wa ũmenyo,,gender|age,phrase,general,formal,replace,stereotype,age,explicit,1/2,pl,false,,,,,atumia nĩ wa ũmenyo,andũ nĩ wa ũmenyo
ki,atumia ndangĩmenya,andũ ndangĩmenya,,gender|ability,phrase,general,formal,warn,stereotype,ability,explicit,1/2,pl,false,,,,,atumia ndangĩmenya,andũ ndangĩmenya
ki,atumia nĩ wa gũkũũra,andũ nĩ wa gũkũũra,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,pl,false,,,,,atumia nĩ wa gũkũũra,andũ nĩ wa gũkũũra
ki,atumia nĩ wa gũikara thĩ,andũ nĩ wa gũikara thĩ,,gender|customs,phrase,general,formal,warn,stereotype,customs,explicit,1/2,pl,false,,,,,atumia nĩ wa gũikara thĩ,andũ nĩ wa gũikara thĩ
ki,mũndũ wa wĩra 1,mũndũ wa wĩra 1,,neutral,phrase,general,formal,replace,stereotype,none,explicit,1/2,sg,false,,,,,mũndũ wa wĩra 1,mũndũ wa wĩra 1
ki,mũndũ wa wĩra 2,mũndũ wa wĩra 2,,neutral,phrase,general,formal,replace,stereotype,none,explicit,1/2,sg,false,,,,,mũndũ wa wĩra 2,mũndũ wa wĩra 2
