language,biased,neutral_primary,neutral_alternatives,tags,pos,scope,register,severity,bias_label,stereotype_category,explicitness,ngeli,number,requires_agreement,agreement_notes,patterns,constraints,avoid_when,example_biased,example_neutral
sw,kazi ya wanaume,kazi,kazi ya kawaida,stereotype,phrase,general,formal,replace,stereotype,profession,explicit,,,false,,,,,Hii ni kazi ya wanaume tu,Hii ni kazi ya kawaida
sw,wanawake hawafai,watu wanaweza,watu wote wanaweza,derogation,phrase,general,formal,replace,derogation,capability,explicit,,,false,,,,,Wanawake hawafai kuendesha,Watu wote wanaweza kuendesha
sw,wanaume hawafai,watu wanaweza,watu wote wanaweza,derogation,phrase,general,formal,replace,derogation,capability,explicit,,,false,,,,,Wanaume hawafai kupika,Watu wote wanaweza kupika
sw,mwanamke dhaifu,mtu,mtu yeyote,derogation,phrase,general,formal,replace,derogation,capability,explicit,,,false,,,,,Mwanamke dhaifu hawezi kufanya kazi hii,Mtu yeyote anaweza kufanya kazi hii
sw,mwanaume nguvu,mtu,mtu yeyote,stereotype,phrase,general,formal,replace,stereotype,capability,explicit,,,false,,,,,Mwanaume nguvu pekee anaweza,Mtu yeyote anaweza
sw,mtoto wa kike,mtoto,mtoto wa kiume na wa kike,gender|stereotype,phrase,education,formal,replace,stereotype,capability,explicit,,sg,false,,,,,Kama tukiweza kuwekeza kwa mtoto wa kike,Kama tukiweza kuwekeza kwa mtoto
sw,girlfriend wako,mpenzi wako,mwenzi wako,gender|stereotype,phrase,general,formal,warn,stereotype,daily_life,explicit,,sg,false,'Girlfriend wako' is a neutral romantic reference. Bias only in prescriptive/objectifying contexts. Downgraded to warn — fires on any mention of a girlfriend including factual ones.,,biographical|quote,,Kumhonga mpenzi wako laki 3,
sw,wanakosa nguvu za kiume,wanakosa nguvu,wanakosa uwezo,gender|stereotype,phrase,healthcare,formal,replace,stereotype,capability,explicit,,sg,false,,,,,Vijana wanakosa nguvu za kiume,Vijana wanakosa nguvu
sw,wanawake wajane,wajane,wanaopoteza wenzi,gender|stereotype,phrase,general,formal,replace,stereotype,family_role,explicit,,sg,false,,,,,Wanawake wajane wanavyanyashwa,Wajane wanavyanyashwa
sw,wanawake wachapakazi,wachapakazi,wafanyakazi hodari,gender|counter-stereotype,phrase,business,formal,replace,counter-stereotype,profession,explicit,,sg,false,,,counter_stereotype,,Wachapakazi wa benki,
sw,mademu hayalewi,watu hawalewi,vijana hawalewi,gender|derogation,phrase,general,informal,replace,derogation,daily_life,explicit,,pl,false,,,,,Haya mademu hayalewi,Hawa watu hawalewi
sw,Babe wako,Mpenzi wako,Mwenzi wako,gender|stereotype,phrase,general,informal,warn,stereotype,daily_life,explicit,,sg,false,'Babe wako' (your babe/girl) — gendered intimate address. Warn only: fires on factual relationship discussions and observations that are not prescriptively biased.,,biographical|quote,,Mpenzi wako akiwa comfortable,
sw,Watoto wa Kike,Watoto,Vijana,gender|stereotype,phrase,education,formal,replace,stereotype,daily_life,explicit,,pl,false,,,,,Watoto wa Kike wana maoni gani,Watoto wana maoni gani
sw,Wanaume wagumu,Watu wagumu,Wateja wagumu,gender|stereotype,phrase,business,formal,warn,stereotype,capability,explicit,,pl,false,"'Wanaume wagumu' (difficult/tough men) fires on news about loan defaults, debt, and business. Downgraded to warn — fires in contexts that describe male behaviour but may not be stereotyping.",,statistical|biographical,,Watu wagumu kulipa mikopo,
sw,mwanamume anapaswa,mtu anapaswa,mtu yeyote anapaswa,gender|stereotype,phrase,general,formal,replace,stereotype,capability,explicit,,sg,false,,,,,Mwanamume anapaswa kuhisi kwamba anahitajika,Mtu anapaswa kuhisi kwamba anahitajika
sw,mwanamke anapaswa,mtu anapaswa,mtu yeyote anapaswa,gender|stereotype,phrase,general,formal,replace,stereotype,capability,explicit,,sg,false,,,,,Mwanamke anapaswa kuhisi kwamba anahudumiwa,Mtu anapaswa kuhisi kwamba anahudumiwa
sw,Wanawake wenzangu,Watu wenzangu,Wenzangu,gender|stereotype,phrase,general,formal,warn,stereotype,daily_life,explicit,,sg,false,"'Wanawake wenzangu' (my fellow women) fires on empowerment speeches and factual political rallying. While gendering an audience can reinforce segregation, auto-replacing in all contexts (including women's rights advocacy) is over-correction. Downgraded to warn.",,biographical|counter_stereotype,,Watu wenzangu Huyu ndo Rais tunapaswa kwenda Naye na Kumuunga Mkono vifo vya Wanawake Vimepungua kutokana na Jitiha,
sw,Chama cha wanawake wachimbaji wadogo,Chama cha wachimbaji wadogo,Wachimbaji wadogo,gender|stereotype,phrase,business,formal,warn,stereotype,profession,explicit,,sg,false,Organization name — 'Chama cha wanawake wachimbaji wadogo' (Women Small Miners Association) is the actual name of an organization (TAWOMA). Auto-replacing organization names is incorrect. Downgraded to warn.,,organization|proper_noun,,Chama cha wachimbaji wadogo TAWOMA wakionesha bidhaa zao za uchimbaji na teknolojia upimaji madini katika banda,
sw,mama Robert,Bi Robert,Bi Robert | Bibi Robert,gender|family_role,noun,general,formal,replace,stereotype,family_role,explicit,,sg,false,,,proper_noun|biographical,,Mwanamke mmoja aliyetambulika kwa jina la Bi Robert mkazi wa mtaa wa Msalala road amezua sintofahamu baada ya kumfungia ndani mtoto wake wa kiume mwenye umri wa miaka 6 kwa madai ya kumfundisha adabu,
sw,Mama Kanum,Bi Kanum,Bi Kanum | Bibi Kanum,gender|family_role,noun,general,formal,replace,stereotype,family_role,explicit,,sg,false,,,proper_noun|biographical,,Mdogo wa Marehemu Steven Kanumba Seth Bosco amefariki usiku wa kuamkia leo baada ya kuzidiwa akiwa nyumbani kwa Bi Kanum,
sw,upande wa baba,upande wa wazazi,upande wa wazazi | upande wa familia,gender|family_role,phrase,general,formal,warn,stereotype,family_role,explicit,,sg,false,'Upande wa baba' (father's side) is a neutral kinship term used in genealogy and family contexts. Fires on every mention of 'father's side of the family' which is a factual description. Downgraded to warn — only bias when used to claim exclusive inheritance rights or privilege.,,biographical,,Nimetokea kwenye familia maskini sana na kibaya zaidi ilidharaulika sana tena kwa pande zote mbili yaani upande wa wazazi,
sw,wanadada,watu,wanafunzi | washiriki,gender|stereotype,noun,education,formal,warn,stereotype,profession,explicit,,sg,false,'Wanadada' (ladies/sisters) used to exclusively gender-target an audience. Warn only — also appears as factual kinship term and in empowerment contexts. See 'wadada' for the same issue.,,biographical|counter_stereotype,,Nina mpango wa kushare skills za Drone kwa watu ambao watakua na utayari plus Passion ili tuwe hata na mapilot wa kike,
sw,mapilot wa kike,mapilot,marubani,gender|stereotype,phrase,education,formal,replace,counter-stereotype,profession,explicit,,sg,false,,,counter_stereotype,,Nina mpango wa kushare skills za Drone kwa wanadada ambao watakua na utayari plus Passion ili tuwe hata na mapilot,
sw,Mwanadada aliyekuwa ndiye MC,Mtu aliyekuwa ndiye MC,Mtu aliyekuwa MC | Aliyekuwa MC,gender|stereotype,phrase,general,formal,warn,stereotype,profession,explicit,,sg,false,"'Mwanadada aliyekuwa ndiye MC' — gendering an MC role. Warn only: fires on news reporting that factually describes a female MC. The sentence is a biographical factual statement, not a bias construction.",,biographical|proper_noun,,Mtu aliyekuwa ndiye MC wa shuguli ya usiku wa katika ukumbi wa Mlimani City ji,
sw,mtoto wa kiume,mtoto,mtoto wa jinsia yoyote,gender|noun,noun,general,formal,replace,stereotype,family_role,explicit,,sg,false,,,,,Mnawezaje kupata mtoto wa kiume Ili kuongeza uwezekano wa kupata mtoto wa kiume wenzi wanapaswa kula vyakula kama mihogo,Mnawezaje kupata mtoto Ili kuongeza uwezekano wa kupata mtoto wenzi wanapaswa kula vyakula kama mihogo
sw,wazazi wetu wa kiume or kike,wazazi wetu,wazazi,gender|phrase,phrase,family,formal,replace,stereotype,family_role,explicit,,sg,false,,,,,Wenye siri za hawa wake wengine pembeni na familia kwa Ujumla ni wazazi wetu wa kiume or kike Mchongo kwao huwa unafaha,Wenye siri za hawa wake wengine pembeni na familia kwa Ujumla ni wazazi wetu Mchongo kwao huwa unafaha
sw,NGUVU ZA KIUME,nguvu za mwili,nguvu za binadamu | nguvu za kawaida,gender|capability,phrase,general,formal,replace,stereotype,capability,explicit,,sg,false,,,,,NGUVU ZA KIUME NA TIKITI MAJI Tikiti Maji ni Tunda Ambalo Kitaalamu Tunaliita Citrullus Lanatus,NGUVU ZA MWILI NA TIKITI MAJI Tikiti Maji ni Tunda Ambalo Kitaalamu Tunaliita Citrullus Lanatus
sw,LISTI YA WAREMBO 8 WATOTO WA MARAIS AFRIKA,LISTI YA WATOTO 8 WA MARAIS AFRIKA,LISTI YA VIJANA 8 WA MARAIS AFRIKA,gender|stereotype,phrase,general,formal,replace,stereotype,appearance,explicit,,sg,false,,,,,LISTI YA WAREMBO 8 WATOTO WA MARAIS AFRIKA,LISTI YA WATOTO 8 WA MARAIS AFRIKA
sw,haki za wasichana na wanawake,haki za vijana na watu wote,haki za wote,gender|stereotype,phrase,general,formal,warn,counter-stereotype,capability,implicit,,sg,false,"MISCLASSIFIED: 'Haki za wasichana na wanawake' (Rights of girls and women) is a rights-advocacy phrase — NOT a stereotype. It appears in human rights, NGO, and women's empowerment contexts. Downgraded to warn. Should arguably be removed from the lexicon entirely.",,counter_stereotype|organization,,Mafunzo kwa ajili ya Taasisi za Vijana zinazojikita kutetea haki za vijana na watu wote,
sw,mwanafunzi wa kiume,mwanafunzi,mwanafunzi wa kike au wa kiume,gender|capability,phrase,education,formal,replace,stereotype,capability,explicit,,sg,false,,,,,naona kama haitendi haki mwanafunzi wa kiume akimpa mimba mwanafunzi mwenzake sheria ina egemea upande mmoja,naona kama haitendi haki mwanafunzi akimpa mimba mwanafunzi mwenzake sheria ina egemea upande mmoja
sw,mwanamke anabaki huru mwanaume anatumikia kifungo,mwanafunzi anabaki huru mwanafunzi anatumikia kifungo,mtu anabaki huru mtu anatumikia kifungo,gender|capability,phrase,education,formal,replace,stereotype,capability,explicit,,sg,false,,,,,mwanafunzi wa kiume akimpa mimba mwanafunzi mwenzake sheria ina egemea upande mmoja mwanamke anabaki huru mwanaume anatumikia kifungo,mwanafunzi akimpa mimba mwanafunzi mwenzake sheria ina egemea upande mmoja mwanafunzi anabaki huru mwanafunzi anatumikia kifungo
sw,Kazi za Nyumbani Ni kikwazo kwa wanawake kushiriki katika Viwanda,Kazi za Nyumbani Ni kikwazo kwa watu kushiriki katika Viwanda,Kazi za Nyumbani Ni kikwazo kwa wote kushiriki katika Viwanda,gender|stereotype,phrase,general,formal,replace,stereotype,family_role,explicit,,sg,false,,,,,Kazi za Nyumbani Ni kikwazo kwa wanawake kushiriki katika Viwanda,Kazi za Nyumbani Ni kikwazo kwa watu kushiriki katika Viwanda
sw,Mwanaume kuvaa kipini puani kuvaa hereni na kusuka nywele,Mtu kuvaa kipini puani kuvaa hereni na kusuka nywele,Yeyote kuvaa kipini puani kuvaa hereni na kusuka nywele,gender|stereotype,phrase,general,formal,warn,stereotype,appearance,implicit,,sg,false,'Mwanaume kuvaa kipini puani kuvaa hereni na kusuka nywele' — questioning male appearance norms. Could be counter-stereotype (challenging restrictions on men's appearance) or reinforcing (condemning such appearance). Context-dependent. Downgraded to warn.,,counter_stereotype|biographical,,Mtu kuvaa kipini puani kuvaa hereni na kusuka nywele,
sw,mke wangu,mwenza wangu,mpenzi wangu | mwenzi wangu,gender|family_role,noun,general,formal,warn,stereotype,family_role,explicit,,sg,false,'mke wangu' (my wife) fires on factual references that are not prescriptive. The bias case is when the wife is assigned domestic duties as an expectation — but auto-replace converts all marital mentions including neutral ones. Downgraded to warn.,,biographical|quote,quote|biographical,Me ntakuwa napikiwa na mwenza wangu inategemea na ratiba zake za utafutaji ila yupo home siku iyo ana muda atapika,
sw,Dada muhudhuriaji,muhudhuriaji,mtu anayehudhuria,gender|profession,noun,general,formal,replace,stereotype,profession,explicit,,sg,false,,,,,Kuna Dada muhudhuriaji hapa anasema kuwa amezunguka katika kila Super Market mchicha upo lakini hakuna Kisamvu hakipo,Kuna muhudhuriaji hapa anasema kuwa amezunguka katika kila Super Market mchicha upo lakini hakuna Kisamvu hakipo
sw,mmoja wa mama aliyejifungua,mmoja wa wazazi aliyejifungua,mmoja wa wazazi,gender|family_role,phrase,healthcare,formal,replace,stereotype,family_role,explicit,,sg,false,,,medical,,Waziri wa Afya akikagua neti ya mmoja wa wazazi aliyejifungua Hospitali ya Rufaa ya Mkoa wa Mtwara Ligula,
sw,HOUSEBOY,mfanyakazi wa nyumbani,mshirika wa nyumbani,gender|stereotype,noun,general,formal,replace,stereotype,family_role,explicit,,sg,false,,,,,Unaweza kuwa CEO wa kampuni ya mtu lakini ni HOUSEBOY wa maisha yako,Unaweza kuwa CEO wa kampuni ya mtu lakini ni mfanyakazi wa nyumbani wa maisha yako
sw,wanawake ni muhimu katika uchaguzi,watu ni muhimu katika uchaguzi,wote ni muhimu katika uchaguzi,gender|stereotype,phrase,general,formal,warn,counter-stereotype,capability,implicit,,sg,false,MISCLASSIFIED: 'Wanawake ni muhimu katika uchaguzi' (Women are important in elections) is an empowerment/advocacy statement — NOT a stereotype. Singling out women as important signals their historical exclusion. Downgraded to warn. Should arguably be removed entirely or reclassified as counter-stereotype.,,counter_stereotype|biographical,,Kwa nini watu ni muhimu katika uchaguzi Huyu hapa Anna Kulaya anaeleza,
sw,kuhamasisha wanawake kuwa viongozi,kuhamasisha watu kuwa viongozi,kuhamasisha wote kuwa viongozi,gender|stereotype,phrase,general,formal,warn,counter-stereotype,profession,implicit,,sg,false,"MISCLASSIFIED: 'Kuhamasisha wanawake kuwa viongozi' (Encouraging women to be leaders) is an empowerment/advocacy statement — NOT a stereotype. Downgraded to warn. While inclusive language ('watu') is preferable, auto-replacing advocacy statements suppresses legitimate gender-equity speech.",,counter_stereotype|biographical,,Tunaposema tunazungumzia kazi kubwa ya kuhamasisha watu kuwa viongozi kuanzia mtu mwenye miaka 12,
sw,Je Wajua Kila Mwanamke Ni Mzuri Ila Wanatofautiana Urembo,Je Wajua Kila Mtu Ni Mzuri Ila Wanatofautiana Urembo,Je Wajua Kila Mtu Ana Urembo Wake,gender|stereotype,phrase,general,formal,replace,stereotype,appearance,explicit,,sg,false,,,,,Je Wajua Kila Mwanamke Ni Mzuri Ila Wanatofautiana Urembo,Je Wajua Kila Mtu Ni Mzuri Ila Wanatofautiana Urembo
sw,wanawake waliosoma,watu waliosoma,wasomi,gender|stereotype,noun,education,formal,warn,counter-stereotype,capability,implicit,,sg,false,MISCLASSIFIED: 'Wanawake waliosoma' (educated women) in the context 'Ni vigumu kwa wanawake waliosoma kunyanyaswa' is an empowerment statement about education protecting women. Downgraded to warn. Should not auto-replace in advocacy/empowerment contexts.,,counter_stereotype|biographical,,Ni vigumu kwa watu waliosoma kunyanyaswa na wanaume.,
sw,Ukiwa Boyfriend Unakuwa Na Majukumu Makubwa Kuliko Hata Kuwa Baba Mzazi,Ukiwa Mpenzi Unakuwa Na Majukumu Makubwa Kuliko Hata Kuwa Mzazi,Ukiwa Mpenzi Unakuwa Na Majukumu Makubwa Kuliko Hata Kuwa Mlezi,gender|stereotype,phrase,general,formal,warn,stereotype,family_role,implicit,,sg,false,"'Ukiwa Boyfriend Unakuwa Na Majukumu Makubwa Kuliko Hata Kuwa Baba Mzazi' — sociological observation about romantic vs. parental responsibilities. The ground truth labels this neutral. Downgraded to warn — context-dependent; could reinforce gender role expectations about men in relationships, but also factual observation.",,biographical|statistical,,Tanzania Hii Ukiwa Mpenzi Unakuwa Na Majukumu Makubwa Kuliko Hata Kuwa Mzazi,
