language,biased,neutral_primary,neutral_alternatives,tags,pos,scope,register,severity,bias_label,stereotype_category,explicitness,ngeli,number,requires_agreement,agreement_notes,patterns,constraints,avoid_when,example_biased,example_neutral,context_pattern
en,spokeswoman,spokesperson,representative|spokesperson,gender|occupation,noun,media,formal,replace,stereotype,profession,explicit,,,,,,,,The spokeswoman issued a statement.,The spokesperson issued a statement.
en,repairman,repair technician,maintenance worker|service technician,gender|occupation,noun,technical,formal,replace,stereotype,profession,explicit,,,,,,,,The repairman fixed the sink.,The repair technician fixed the sink.
en,doorman,door attendant,security guard|building attendant,gender|occupation,noun,security,formal,replace,stereotype,profession,explicit,,,,,,,,The doorman checked IDs.,The door attendant checked IDs.
en,anchorman,news anchor,anchor|news presenter,gender|occupation,noun,media,formal,replace,stereotype,profession,explicit,,,,,,,,The anchorman read the news.,The news anchor read the news.
en,deliveryman,delivery driver,courier|delivery person,gender|occupation,noun,logistics,formal,replace,stereotype,profession,explicit,,,,,,,,The deliveryman was late.,The delivery driver was late.
en,handyman,maintenance worker,repair person|service worker,gender|occupation,noun,technical,formal,replace,stereotype,profession,explicit,,,,,,,,The handyman repaired the door.,The maintenance worker repaired the door.
en,cleaning lady,cleaner,custodian|janitorial staff,gender|occupation,noun,service,formal,replace,stereotype,profession,explicit,,,,,,,,The cleaning lady comes on Fridays.,The cleaner comes on Fridays.
en,salesman,salesperson,sales representative|sales associate,gender|occupation,noun,sales,formal,replace,stereotype,profession,explicit,,,,,,,,He is the best salesman.,He is the best salesperson.
en,saleslady,salesperson,sales representative|sales associate,gender|occupation,noun,sales,formal,replace,stereotype,profession,explicit,,,,,,,,The saleslady showed us the new products.,The salesperson showed us the new products.
en,seamstress,tailor,clothing designer|garment worker,gender|occupation,noun,fashion,formal,replace,stereotype,profession,explicit,,,,,,,,She is a talented seamstress.,They are a talented tailor.
en,garbage man,sanitation worker,waste collector|refuse collector,gender|occupation,noun,municipal,formal,replace,stereotype,profession,explicit,,,,,,,,The garbage man comes early.,The sanitation worker comes early.
en,women can't drive,some people lack driving experience,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Common capability stereotype — https://huggingface.co/datasets/wikipedia/20231101.en,\bwomen can\'t drive\b|\bwomen are bad drivers\b,Explicit capability denial by gender,,Women can't drive as well as men,Some people lack driving experience
en,not a woman's job,a job for anyone qualified,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Common gendered job exclusion — https://huggingface.co/datasets/wikipedia/20231101.en,\bnot a woman\'s job\b|\bno job for a woman\b,Explicit job exclusion by gender,,That's not a woman's job,That's a job for anyone with the right qualifications
en,not a man's job,a job for anyone qualified,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Common gendered job exclusion — https://huggingface.co/datasets/wikipedia/20231101.en,\bnot a man\'s job\b|\bno job for a man\b,Explicit job exclusion by gender,,Nursing is not a man's job,Nursing is a job for anyone with the right qualifications
en,female logic,reasoning,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Derogatory gendering of intelligence — https://huggingface.co/datasets/wikipedia/20231101.en,\bfemale logic\b|\bgirl logic\b,Implies women reason poorly; always replace,,That's typical female logic,That's an interesting line of reasoning
en,man enough,capable enough,strong enough,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Links capability to masculinity — https://huggingface.co/datasets/wikipedia/20231101.en,\bman enough\b,Equates capability with masculinity,biographical,Are you man enough for this job?,Are you capable enough for this job?
en,woman enough,capable enough,,gender|capability,phrase,general,general,warn,stereotype,capability,explicit,,,false,Links capability to femininity — https://huggingface.co/datasets/wikipedia/20231101.en,\bwoman enough\b,Equates capability with femininity,,She's woman enough to handle it,She's capable of handling it
en,hysterical woman,upset person,distressed person,gender|capability,phrase,general,general,replace,derogation,capability,explicit,,sg,false,Medical term repurposed as gendered insult — https://huggingface.co/datasets/wikipedia/20231101.en,\bhysterical woman\b,Derogatory; dismisses women's emotions,medical|historical,She's just a hysterical woman,She is upset and distressed
en,emotional woman,person who is emotional,,gender|capability,phrase,general,general,warn,stereotype,capability,explicit,,sg,false,Gendered emotion attribution — https://huggingface.co/datasets/wikipedia/20231101.en,\bemotional woman\b|\bemotional female\b,Stereotypes women as overly emotional; flag in professional context,statistical,She's too emotional a woman for this role,She expresses her feelings openly
en,working mother,parent who works,employed parent,gender|family_role,phrase,general,general,warn,stereotype,family_role,implicit,,sg,false,Implies conflict between motherhood and work — https://huggingface.co/datasets/wikipedia/20231101.en,\bworking mother\b,Flag — implies working is unusual for mothers; use working parent,biographical,She's a working mother trying to balance it all,She's a working parent balancing career and family
en,working father,parent who works,,gender|family_role,phrase,general,general,warn,stereotype,family_role,implicit,,sg,false,Rarely used — asymmetry itself is the bias — https://huggingface.co/datasets/wikipedia/20231101.en,\bworking father\b,Flag asymmetry with working mother,,As a working father he also faces challenges,As a working parent he also faces challenges
en,stay-at-home mom,stay-at-home parent,,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,sg,false,Female-marked homemaker — https://huggingface.co/datasets/wikipedia/20231101.en,\bstay-at-home mom\b|\bstay at home mom\b,Use stay-at-home parent,biographical,She decided to become a stay-at-home mom,She decided to become a stay-at-home parent
en,housewife,homemaker,stay-at-home parent|person who manages the household,gender|family_role,noun,domestic,formal,replace,stereotype,family_role,explicit,,,,,,,,She is just a housewife.,They manage the household.
en,stay-at-home dad,stay-at-home parent,,gender|family_role,phrase,general,general,warn,counter-stereotype,family_role,implicit,,sg,false,Counter-stereotype — flag to avoid implying unusualness — https://huggingface.co/datasets/wikipedia/20231101.en,\bstay-at-home dad\b|\bstay at home dad\b,Flag — avoid framing as unusual or noteworthy,statistical,Surprisingly he became a stay-at-home dad,He became a stay-at-home parent
en,maternal instinct,parental bond,caregiving instinct,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,sg,false,Biological essentialism linking women to caregiving — https://huggingface.co/datasets/wikipedia/20231101.en,\bmaternal instinct\b,Essentialist; implies innate gendered caregiving,medical,Her maternal instinct kicked in,Her parental bond with the child was strong
en,male breadwinner,primary earner,,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,sg,false,Male provider role assumption — https://huggingface.co/datasets/wikipedia/20231101.en,\bmale breadwinner\b,Prescriptive gendered provider role,historical,He was the male breadwinner of the household,He was the primary earner in the household
en,woman's place is in the home,everyone chooses their own path,,gender|family_role|daily_life,phrase,general,general,replace,stereotype,family_role,explicit,,,false,Classic prescriptive domestic restriction — https://huggingface.co/datasets/wikipedia/20231101.en,\bwoman\'s place is in the home\b|\ba woman\'s place is\b,Always replace,artistic,A woman's place is in the home,Everyone has the right to choose their own path
en,pretty girl,person,,gender|appearance,phrase,general,general,warn,stereotype,appearance,explicit,,sg,false,Reduces woman/girl to appearance — https://huggingface.co/datasets/wikipedia/20231101.en,\bpretty girl\b,Flag in professional or role context,counter_stereotype,We need a pretty girl for this role,We need a qualified person for this role
en,attractive female candidate,qualified candidate,,gender|appearance|occupation,phrase,hiring,formal,replace,stereotype,appearance,explicit,,sg,false,Appearance as hiring criterion — https://huggingface.co/datasets/wikipedia/20231101.en,\battractive female candidate\b|\battractive woman candidate\b,Appearance requirement in hiring; always replace,,We prefer an attractive female candidate,We prefer a qualified candidate
en,dress like a woman,dress professionally,,gender|appearance,phrase,workplace,general,replace,stereotype,appearance,explicit,,,false,Gendered dress code enforcement — https://huggingface.co/datasets/wikipedia/20231101.en,\bdress like a woman\b|\bdress more like a woman\b,Enforces gendered appearance standards,,She was told to dress more like a woman,She was told to dress more professionally
en,man up,be resilient,be strong,gender|daily_life|capability,phrase,general,informal,replace,stereotype,daily_life,explicit,,,false,Links resilience to masculinity — https://huggingface.co/datasets/wikipedia/20231101.en,\bman up\b,Equates resilience with masculinity,,Man up and stop complaining,Be resilient and keep going
en,boys don't cry,everyone can express emotions,,gender|daily_life|capability,phrase,general,informal,replace,stereotype,daily_life,explicit,,,false,Emotional suppression stereotyped as masculine — https://huggingface.co/datasets/wikipedia/20231101.en,\bboys don\'t cry\b|\bboys do not cry\b,Always replace — harmful emotional suppression message,artistic,Boys don't cry — toughen up,Everyone can express their emotions healthily
en,like a girl,with skill,,gender|capability|daily_life,phrase,general,informal,replace,derogation,capability,explicit,,,false,"Pejorative use of ""girl"" as weakness marker — https://huggingface.co/datasets/wikipedia/20231101.en",\bthrows? like a girl\b|\bruns? like a girl\b|\bfights? like a girl\b,Derogatory use of gender as weakness; always replace,counter_stereotype,He throws like a girl,He throws with poor technique
en,nagging wife,partner who raises concerns,,gender|daily_life|family_role,phrase,general,informal,replace,derogation,daily_life,explicit,,sg,false,Derogatory female stereotype in domestic context — https://huggingface.co/datasets/wikipedia/20231101.en,\bnagging wife\b,Derogatory; dismisses women's concerns as nagging,,My nagging wife keeps complaining,My partner keeps raising concerns I should address
en,boys will be boys,that behaviour should be addressed,,gender|daily_life,phrase,general,informal,replace,stereotype,daily_life,explicit,,,false,Excuses male misbehaviour — https://huggingface.co/datasets/wikipedia/20231101.en,\bboys will be boys\b,Excuses harmful male behaviour; always replace,artistic,Boys will be boys — don't take it seriously,That behaviour needs to be addressed regardless of gender
en,she asked for it,the perpetrator is responsible,,gender|daily_life|capability,phrase,general,general,replace,derogation,daily_life,explicit,,,false,Victim-blaming phrase — https://huggingface.co/datasets/wikipedia/20231101.en,\bshe asked for it\b,Victim-blaming; always replace,,She asked for it by dressing that way,The perpetrator is solely responsible for their actions
en,secretary,administrative assistant,admin|executive assistant,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The secretary helped the customer.,The administrative assistant helped the customer.
en,receptionist,front desk staff,front desk officer,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The receptionist helped the customer.,The front desk staff helped the customer.
en,waiter,server,wait staff,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The waiter helped the customer.,The server helped the customer.
en,hostess,host,event host,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The hostess helped the customer.,The host helped the customer.
en,actress,actor,performer,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The actress helped the customer.,The actor helped the customer.
en,salesgirl,sales associate,sales representative,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The salesgirl helped the customer.,The sales associate helped the customer.
en,cameraman,camera operator,videographer,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The cameraman helped the customer.,The camera operator helped the customer.
en,foreman,supervisor,site supervisor,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The foreman helped the customer.,The supervisor helped the customer.
en,sportsman,athlete,sports person,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The sportsman helped the customer.,The athlete helped the customer.
en,craftsman,artisan,craftsperson,gender|occupation-gender,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,artistic|biographical,The craftsman helped the customer.,The artisan helped the customer.
en,every doctor should update his records,every doctor should update their records,,pronoun|gender,phrase,medical,formal,replace,stereotype,profession,implicit,,,false,,,,,Every doctor should update his records,Every doctor should update their records
en,every employee must submit his,every employee must submit their,,pronoun|gender,phrase,workplace,formal,replace,stereotype,profession,implicit,,,false,,,,,Every employee must submit his timesheet,Every employee must submit their timesheet
en,every nurse knows her patients,every nurse knows their patients,,pronoun|gender,phrase,medical,formal,replace,stereotype,profession,implicit,,,false,,,,,Every nurse knows her patients,Every nurse knows their patients
en,every teacher loves her students,every teacher loves their students,,pronoun|gender,phrase,education,formal,replace,stereotype,profession,implicit,,,false,,,,,Every teacher loves her students,Every teacher loves their students
en,she's very ambitious for a teacher,she's very ambitious,,pronoun|gender|capability,phrase,education,informal,replace,stereotype,capability,implicit,,,false,,,,,She's very ambitious for a teacher,She's very ambitious
en,he's surprisingly good at nursing,he's good at nursing,,pronoun|gender|capability,phrase,medical,informal,replace,stereotype,profession,implicit,,,false,,,,,He's surprisingly good at nursing patients,He's good at nursing patients
en,she is a great nurse,they are a great nurse,,pronoun|gender|occupation,phrase,medical,informal,replace,stereotype,profession,implicit,,,false,,,,,She is a great nurse,They are a great nurse
en,she works as a secretary,they work as an administrative assistant,,pronoun|gender|occupation,phrase,administrative,neutral,replace,stereotype,profession,implicit,,,false,,,,,She works as a secretary,They work as an administrative assistant
en,she works as a receptionist,they work as a front desk agent,,pronoun|gender|occupation,phrase,hospitality,neutral,replace,stereotype,profession,implicit,,,false,,,,,She works as a receptionist,They work as a front desk agent,
en,her,their,,pronoun|gender,pronoun,general,formal,replace,stereotype,profession,implicit,,,false,,,,,"Every nurse should know her patients well","Every nurse should know their patients well",\b(nurse|doctor|teacher|engineer|pilot|lawyer|scientist|professor|midwife|pharmacist|surgeon|therapist)\b
en,his,their,,pronoun|gender,pronoun,general,formal,replace,stereotype,profession,implicit,,,false,,,,,"Every doctor should update his records","Every doctor should update their records",\b(nurse|doctor|teacher|engineer|pilot|lawyer|scientist|professor|midwife|pharmacist|surgeon|therapist)\b
en,male engineer,engineer,,gender|occupation,phrase,engineering,neutral,warn,stereotype,profession,explicit,,,false,,,,,A male engineer is more competent than a female engineer.,An engineer is competent regardless of gender.
en,female engineer,engineer,,gender|occupation,phrase,engineering,neutral,warn,stereotype,profession,explicit,,,false,,,,,A female engineer is unusual.,An engineer works in engineering.
en,female software developer,software developer,,gender|occupation,phrase,technology,neutral,warn,stereotype,profession,explicit,,,false,,,,,A female software developer is unusual.,A software developer writes code.
en,female athlete,athlete,,gender|occupation,phrase,sports,neutral,warn,stereotype,capability,explicit,,,false,,,,,Female athletes are not as strong as male athletes.,Athletes train to compete.
en,male athlete,athlete,,gender|occupation,phrase,sports,neutral,warn,stereotype,capability,explicit,,,false,,,,,Male athletes are stronger.,Athletes vary in strength.
en,strong man to lead,strong leader to lead,,gender|leadership,phrase,workplace,formal,replace,stereotype,profession,explicit,,,false,,,,,We need a strong man to lead this project.,We need a strong leader to lead this project.
en,a man to lead,a leader to lead,,gender|leadership,phrase,workplace,formal,replace,stereotype,profession,explicit,,,false,,,,,We need a man to lead this team.,We need a leader to lead this team.
en,male breadwinner,primary earner,,gender|household,phrase,household,neutral,replace,stereotype,family_role,explicit,,,false,,,,,The male breadwinner supports the family.,The primary earner supports the family.
en,primary breadwinner,primary earner,,gender|household,phrase,household,neutral,warn,stereotype,family_role,implicit,,,false,,,,,Men should be the primary breadwinners.,Families share financial responsibilities.
en,men are naturally better,people have different strengths,,gender|capability,phrase,general,informal,replace,stereotype,capability,explicit,,,false,,,,,Men are naturally better leaders than women.,People have different leadership strengths.
en,women are better suited,people are suited,,gender|capability,phrase,workplace,informal,warn,stereotype,capability,explicit,,,false,,,,,Women are better suited for administrative roles.,People are suited for roles based on skills.
en,boys are naturally better,students have different strengths in,,gender|education,phrase,education,informal,replace,stereotype,capability,explicit,,,false,,,,,Boys are naturally better at mathematics.,Students have different strengths in mathematics.
en,girls are better at,students can excel at,,gender|education,phrase,education,informal,replace,stereotype,capability,explicit,,,false,,,,,Girls are better at languages and communication.,Students can excel at languages and communication.
en,women are not as interested in,anyone can be interested in,,gender|technology,phrase,technology,informal,replace,stereotype,capability,explicit,,,false,,,,,Women are not as interested in coding as men.,Anyone can be interested in coding.
en,women's responsibilities,shared household responsibilities,,gender|household,phrase,household,informal,replace,stereotype,family_role,explicit,,,false,,,,,Cooking and cleaning are women's responsibilities.,Cooking and cleaning are shared household responsibilities.
en,women responsibilities,shared household responsibilities,,gender|household,phrase,household,informal,replace,stereotype,family_role,explicit,,,false,,,,,Cooking and cleaning are women responsibilities.,Cooking and cleaning are shared responsibilities.
en,fathers are less capable,parents share caregiving,,gender|household,phrase,household,informal,replace,stereotype,family_role,explicit,,,false,,,,,Fathers are less capable of caring for children.,Parents share caregiving responsibilities.
en,mothers should prioritize family over,parents balance family and,,gender|household,phrase,household,informal,replace,stereotype,family_role,explicit,,,false,,,,,Mothers should prioritize family over their careers.,Parents balance family and career.
en,women's sports,sports,,gender|sports,phrase,sports,informal,warn,stereotype,capability,explicit,,,false,,,,,Women's sports are less exciting.,Sports vary in style and pace.
en,female students are less,students vary in,,gender|education,phrase,education,informal,replace,stereotype,capability,explicit,,,false,,,,,Female students are less interested in technology.,Students vary in their interests.
en,men understand technology,people understand technology,,gender|technology,phrase,technology,informal,replace,stereotype,capability,explicit,,,false,,,,,Men understand technology more easily.,People understand technology with practice.
en,gender diversity,qualified candidates,,gender|hiring,phrase,workplace,formal,warn,stereotype,capability,implicit,,,false,,,,,She got the job because the company wanted gender diversity.,She got the job because she was qualified.
en,primary breadwinners,primary earners,,gender|household,phrase,household,neutral,replace,stereotype,family_role,explicit,,,false,,,,,Men should be the primary breadwinners.,Families can share financial responsibilities.
en,women are naturally better caregivers,caregiving is a shared responsibility,,gender|household,phrase,household,informal,replace,stereotype,family_role,explicit,,,false,,,,,Women are naturally better caregivers.,Caregiving is a shared responsibility.
en,naturally better caregivers,equally capable caregivers,,gender|household,phrase,household,informal,replace,stereotype,family_role,explicit,,,false,,,,,Women are naturally better caregivers.,Parents are equally capable caregivers.
en,female athletes are not as strong,athletes vary in strength,,gender|sports,phrase,sports,informal,replace,stereotype,capability,explicit,,,false,,,,,Female athletes are not as strong as male athletes.,Athletes vary in strength and skill.
en,maternity leave,parental leave,,gender|employment,phrase,workplace,formal,warn,stereotype,family_role,explicit,,,false,,,,,Men don't take maternity leave.,Employees take parental leave.
