language,biased,neutral_primary,neutral_alternatives,tags,pos,scope,register,severity,bias_label,stereotype_category,explicitness,ngeli,number,requires_agreement,agreement_notes,patterns,constraints,avoid_when,example_biased,example_neutral
fr,femme,personne,individu|être humain,gender|pronoun,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,,Une femme peut réussir.,Une personne peut réussir.
fr,Femme,Personne,Individu|Être humain,gender|pronoun,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,,Une femme peut réussir.,Une personne peut réussir.
fr,la femme,la personne,individu|être humain,gender|pronoun,noun,general,neutral,replace,stereotype,profession,explicit,,,,,,,,La femme peut réussir.,La personne peut réussir.
fr,il ou elle,iel,eux|on,gender|pronoun,pronoun,general,neutral,replace,stereotype,daily_life,explicit,,,,,,,,Si un étudiant est en retard il ou elle doit se présenter.,Si quelqu'un est en retard iel doit se présenter.
fr,Il Ou Elle,Iel,Eux|On,gender|pronoun,pronoun,general,neutral,replace,stereotype,daily_life,explicit,,,,,,,,Si un étudiant est en retard il ou elle doit se présenter.,Si quelqu'un est en retard iel doit se présenter.
fr,son,leur,son|leur,gender|pronoun,pronoun,general,neutral,warn,stereotype,daily_life,explicit,,,,,,,,Chaque employé doit apporter son ordinateur.,Chaque employé doit apporter leur ordinateur.
fr,Son,Leur,Son|Leur,gender|pronoun,pronoun,general,neutral,warn,stereotype,daily_life,explicit,,,,,,,,Chaque employé doit apporter son ordinateur.,Chaque employé doit apporter leur ordinateur.
fr,sa,leur,sa|leur,gender|pronoun,pronoun,general,neutral,warn,stereotype,daily_life,explicit,,,,,,,,Chaque employée doit apporter sa tablette.,Chaque personne doit apporter leur tablette.
fr,Sa,Leur,Sa|Leur,gender|pronoun,pronoun,general,neutral,warn,stereotype,daily_life,explicit,,,,,,,,Chaque employée doit apporter sa tablette.,Chaque personne doit apporter leur tablette.
fr,chef,chef·fe,direction|responsable,gender|role-title,noun,corporate,formal,replace,stereotype,profession,explicit,,,,,,,,Le chef dirige l'équipe.,La direction dirige l'équipe.
fr,Chef,Chef·fe,Direction|Responsable,gender|role-title,noun,corporate,formal,replace,stereotype,profession,explicit,,,,,,,,Le chef dirige l'équipe.,La direction dirige l'équipe.
fr,le chef,la direction,direction|responsable,gender|role-title,noun,corporate,formal,replace,stereotype,profession,explicit,,,,,,,,Le chef dirige l'équipe.,La direction dirige l'équipe.
fr,auteur,auteur·rice,personne autrice|écrivain·e,gender|occupation,noun,arts,neutral,replace,stereotype,profession,explicit,,,,,,,,L'auteur a écrit le livre.,La personne autrice a écrit le livre.
fr,Auteur,Auteur·rice,Personne autrice|Écrivain·e,gender|occupation,noun,arts,neutral,replace,stereotype,profession,explicit,,,,,,,,L'auteur a écrit le livre.,La personne autrice a écrit le livre.
fr,l'auteur,la personne autrice,personne autrice|écrivain·e,gender|occupation,noun,arts,neutral,replace,stereotype,profession,explicit,,,,,,,,L'auteur a écrit le livre.,La personne autrice a écrit le livre.
fr,professeur,professeur·e,corps professoral|enseignant·e,gender|occupation,noun,education,neutral,replace,stereotype,profession,explicit,,,,,,,,Le professeur donne le cours.,Le corps professoral donne le cours.
fr,Professeur,Professeur·e,Corps professoral|Enseignant·e,gender|occupation,noun,education,neutral,replace,stereotype,profession,explicit,,,,,,,,Le professeur donne le cours.,Le corps professoral donne le cours.
fr,le professeur,le corps professoral,corps professoral|enseignant·e,gender|occupation,noun,education,neutral,replace,stereotype,profession,explicit,,,,,,,,Le professeur donne le cours.,Le corps professoral donne le cours.
fr,avocat,avocat·e,personne avocate|membre du barreau,gender|occupation,noun,legal,neutral,replace,stereotype,profession,explicit,,,,,,,,L'avocat défend son client.,La personne avocate défend le client.
fr,Avocat,Avocat·e,Personne avocate|Membre du barreau,gender|occupation,noun,legal,neutral,replace,stereotype,profession,explicit,,,,,,,,L'avocat défend son client.,La personne avocate défend le client.
fr,l'avocat,la personne avocate,personne avocate|membre du barreau,gender|occupation,noun,legal,neutral,replace,stereotype,profession,explicit,,,,,,,,L'avocat défend son client.,La personne avocate défend le client.
fr,pompier,sapeur-pompier,agent des pompiers,gender|occupation,noun,emergency services,formal,replace,stereotype,profession,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bpompier\b,Male-marked firefighter; use sapeur-pompier,,Le pompier a sauvé la victime,Le sapeur-pompier a sauvé la victime
fr,pompière,sapeur-pompier,,gender|occupation,noun,emergency services,formal,replace,counter-stereotype,profession,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bpompière\b,Female-marked — use gender-neutral sapeur-pompier,,La pompière a sauvé la victime,Le sapeur-pompier a sauvé la victime
fr,facteur,facteur·rice,livreur|agent postal,gender|occupation,noun,postal,formal,replace,stereotype,profession,explicit,,,,,,,,Le facteur a livré le courrier.,Le facteur·rice a livré le courrier.
fr,chauffeur,conducteur·rice,chauffeur·rice,gender|occupation,noun,transport,formal,replace,stereotype,profession,explicit,,,,,,,,Le chauffeur a conduit le bus.,Le conducteur·rice a conduit le bus.
fr,porteur,livreur|porteur·rice,personne qui porte,gender|occupation,noun,logistics,formal,replace,stereotype,profession,explicit,,,,,,,,Le porteur a monté les bagages.,Le livreur a monté les bagages.
fr,homme politique,personnalité politique,élu·e,gender|leadership,noun,politics,formal,replace,stereotype,leadership,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bhomme politique\b,Male-marked politician; use personnalité politique,Named male politician,L'homme politique a voté la loi,La personnalité politique a voté la loi
fr,femme politique,personnalité politique,élue,gender|leadership,noun,politics,formal,replace,counter-stereotype,leadership,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bfemme politique\b,Marks gender unnecessarily; use personnalité politique,Named female politician,La femme politique a voté la loi,La personnalité politique a voté la loi
fr,homme d'affaires,chef d'entreprise,entrepreneur·e,gender|occupation,noun,business,formal,replace,stereotype,profession,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bhomme d\'affaires\b,Male-marked businessperson,Named male executive,L'homme d'affaires a signé le contrat,Le chef d'entreprise a signé le contrat
fr,femme d'affaires,chef d'entreprise,entrepreneuse,gender|occupation,noun,business,formal,replace,counter-stereotype,profession,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bfemme d\'affaires\b,Marks gender unnecessarily in professional context,,La femme d'affaires a signé le contrat,Le chef d'entreprise a signé le contrat
fr,femme médecin,médecin,docteur·e,gender|occupation,noun,health,formal,replace,counter-stereotype,profession,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bfemme médecin\b,Unnecessary gender marker on doctor role,,La femme médecin a examiné le patient,Le médecin a examiné le patient
fr,femme ingénieur,ingénieur·e,,gender|occupation,noun,technical,formal,replace,counter-stereotype,profession,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bfemme ingénieur\b,Marks gender unnecessarily; use ingénieur·e,,La femme ingénieur a conçu le pont,L'ingénieur·e a conçu le pont
fr,gouvernante,directeur·rice,responsable,gender|occupation,noun,domestic,general,warn,stereotype,profession,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bgouvernante\b,Female housekeeper role; female-assumptive,Historical context,La gouvernante s'occupe de la maison,Le·la responsable de la maison s'en occupe
fr,femme de ménage,agent d'entretien,,gender|occupation,noun,domestic,general,replace,stereotype,profession,explicit,,sg,false,Attested in French Wikipedia — https://huggingface.co/datasets/wikipedia/20231101.fr,\bfemme de ménage\b,Female-marked cleaning role; use agent d'entretien,,La femme de ménage vient le vendredi,L'agent d'entretien vient le vendredi
fr,les femmes ne savent pas,certaines personnes ne savent pas,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Pattern — capability denial targeting women,\bfemmes ne savent pas\b|\bfemmes ne peuvent pas\b,Explicit capability denial by gender,,Les femmes ne savent pas conduire,Certaines personnes manquent de pratique pour conduire
fr,les hommes ne savent pas,certaines personnes ne savent pas,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Pattern — capability denial targeting men,\bhommes ne savent pas\b|\bhommes ne peuvent pas\b,Explicit capability denial by gender,,Les hommes ne savent pas s'occuper des enfants,Certains parents manquent d'expérience avec les enfants
fr,ce n'est pas un travail de femme,c'est un travail pour tout le monde,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Pattern — gendered job exclusion in French,\bpas un travail de femme\b|\bpas un métier de femme\b,Explicit job exclusion by gender,,Ce n'est pas un travail de femme,Ce travail est ouvert à toute personne qualifiée
fr,ce n'est pas un travail d'homme,c'est un travail pour tout le monde,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Pattern — gendered job exclusion in French,\bpas un travail d\'homme\b|\bpas un métier d\'homme\b,Explicit job exclusion by gender,,Ce n'est pas un travail d'homme,Ce travail est ouvert à toute personne qualifiée
fr,logique féminine,raisonnement,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,false,Implies gendered thinking as inferior,\blogique féminine\b,Gendering of intelligence/reasoning,,C'est une logique féminine,C'est un raisonnement particulier
fr,logique masculine,raisonnement,,gender|capability,phrase,general,general,warn,stereotype,capability,explicit,,,false,Implies gendered thinking,\blogique masculine\b,Gendering of reasoning,,C'est une logique masculine,C'est un raisonnement particulier
fr,femme au foyer,personne au foyer,,gender|family_role,noun,domestic,general,replace,stereotype,family_role,explicit,,sg,false,Female-marked homemaker term; use personne au foyer,\bfemme au foyer\b,Restricts homemaking to women,Self-identification,Elle est femme au foyer,Elle s'occupe du foyer
fr,homme au foyer,personne au foyer,,gender|family_role,noun,domestic,general,warn,counter-stereotype,family_role,explicit,,sg,false,Male homemaker — counter-stereotype; flag for context,\bhomme au foyer\b,Counter-stereotype; avoid implying unusualness,Neutral factual context,Il est homme au foyer — c'est bizarre,Il s'occupe du foyer
fr,la mère de famille,le·la parent,,gender|family_role,noun,domestic,general,warn,stereotype,family_role,implicit,,sg,false,Identifies woman through maternal role only,\bla mère de famille\b,Flag when used to define a woman's identity entirely,Factual family context,"En tant que mère de famille, elle doit rester","En tant que parent, elle peut choisir"
fr,le père de famille,le·la parent,,gender|family_role,noun,domestic,general,warn,stereotype,family_role,implicit,,sg,false,Male head-of-household assumption,\ble père de famille\b,Implies male financial provider role,Factual context,Le père de famille doit subvenir aux besoins,Le·la parent doit subvenir aux besoins
fr,instinct maternel,lien parental,,gender|family_role|capability,phrase,general,general,replace,stereotype,family_role,explicit,,sg,false,Biological essentialism — implies women innately suited to caregiving,\binstinct maternel\b,Essentialist; links women to caregiving by biology,Clinical/biological context,Elle a l'instinct maternel,Elle a un lien fort avec ses enfants
fr,rôle de la femme,responsabilités partagées,,gender|family_role|daily_life,phrase,general,general,warn,stereotype,family_role,implicit,,sg,false,Implies fixed social role for women,\brôle de la femme\b,Flag when used prescriptively,Critical/academic discussion,Le rôle de la femme est d'élever les enfants,Les responsabilités familiales sont partagées
fr,belle femme,femme,,gender|appearance,phrase,general,general,warn,stereotype,appearance,explicit,,sg,false,Reduces woman to appearance,\bbelle femme\b,Flag when used in professional/role context,"Compliment context, genuine description",On cherche une belle femme pour ce poste,On cherche une personne qualifiée pour ce poste
fr,bel homme,homme,,gender|appearance,phrase,general,general,warn,stereotype,appearance,explicit,,sg,false,Reduces man to appearance in professional context,\bbel homme\b,Flag when used in job/role context,Genuine compliment,On cherche un bel homme pour ce rôle,On cherche une personne qualifiée pour ce rôle
fr,jolie secrétaire,assistant·e administratif·ve,,gender|appearance|occupation,phrase,office,general,replace,stereotype,appearance,explicit,,sg,false,Combines female role with appearance requirement,\bjolie secrétaire\b,Appearance requirement on gendered role,,Il cherche une jolie secrétaire,Il cherche un·e assistant·e administratif·ve compétent·e
fr,la place de la femme est au foyer,chacun choisit sa place,,gender|daily_life,phrase,general,general,replace,stereotype,daily_life,explicit,,,false,Common French prescriptive phrase restricting women to domestic sphere,\bplace de la femme est au foyer\b|\bplace d\'une femme est au foyer\b,Always replace,Critical discussion,La place de la femme est au foyer,Chacun·e choisit librement son mode de vie
fr,travail de femme,travail accessible à tous,,gender|daily_life|capability,phrase,general,general,replace,stereotype,daily_life,explicit,,,false,Gendered job labeling in French,\btravail de femme\b|\btravail de fille\b,Gender-restricted work label,,C'est un travail de femme,C'est un travail accessible à toute personne qualifiée
fr,travail d'homme,travail exigeant,,gender|daily_life|capability,phrase,general,general,replace,stereotype,daily_life,explicit,,,false,Gendered job labeling in French,\btravail d\'homme\b|\btravail de garçon\b,Gender-restricted work label,,C'est un travail d'homme,C'est un travail exigeant
