language,biased,neutral_primary,neutral_alternatives,tags,pos,scope,register,severity,bias_label,stereotype_category,explicitness,ngeli,number,requires_agreement,agreement_notes,patterns,constraints,avoid_when,example_biased,example_neutral,context_pattern
ha,zarafin mata,zarafi,,gender|violence,phrase,general,general,warn,derogation,capability,explicit,,,,,,,,an yi zargin zarafin mata a ofishin,an yi zargin zarafi a ofishin,
ha,yarinya mai shekara,matashi mai shekara,,gender|daily_life,phrase,general,general,replace,stereotype,daily_life,explicit,,,,,,,,ake zargin ta yayyanki yarinya mai shekara 17,ake zargin ta yayyanki matashi mai shekara 17,
ha,matan da yawa,mutane da yawa,,gender|capability,phrase,general,general,warn,stereotype,capability,implicit,,,,,,,"Headlines counting women specifically (e.g. sports, policy quotas).",mata da yawa ba sa iya jagorantar ofis,mutane da yawa ba sa iya jagorantar ofis,
ha,mata ba sa iya,ba sa iya,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,,,,,,wasu sun ce mata ba sa iya shugabanci,wasu sun ce ba sa iya shugabanci,
ha,mace ba ta iya,ba ta iya,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,,,,,,an ce mace ba ta iya tuka motar babur,an ce ba ta iya tuka motar babur,
ha,namiji mai iko,mutum mai iko,,gender|leadership,phrase,political,formal,warn,stereotype,leadership,implicit,,,,,,,,kawai namiji mai iko zai iya jagorantar,kawai mutum mai iko zai iya jagorantar,
ha,namiji kawai,mutum kawai,,gender|leadership,phrase,political,formal,replace,stereotype,leadership,explicit,,,,,,,,sun yarda namiji kawai ya zama shugaba,sun yarda mutum kawai ya zama shugaba,
ha,mata kawai,mutane kawai,,gender|leadership,phrase,political,formal,warn,stereotype,leadership,explicit,,,,,,,,sun yarda mata kawai su hau matsayi,sun yarda mutane kawai su hau matsayi,
ha,gimbiya,shugabar,,gender|leadership,noun,political,formal,warn,stereotype,leadership,explicit,,,,,,,Official traditional titles in historical or ceremonial reporting.,gimbiya ta jagoranci taron,shugabar ta jagoranci taron,
ha,sarauniyar mata,sarauniya,,gender|leadership,phrase,political,formal,warn,stereotype,leadership,implicit,,,,,,,,Rahma zan maida ke sarauniyar mata,Rahma zan maida ke sarauniya,
ha,matan gida,masu gida,,gender|family_role,phrase,domestic,general,warn,stereotype,family_role,implicit,,,,,,,,duk matan gida su daina fita,duk masu gida su daina fita,
ha,mata marasa tsarki,masu zaman lafiya,,gender|religion_culture,phrase,general,formal,warn,stereotype,religion_culture,explicit,,,,,,,Direct quotation of fiqh text; requires human review.,an ce mata marasa tsarki ba za su yi sallah ba,an ce masu zaman lafiya ba za su yi sallah ba,
ha,mahajjata mata,mahajjata,,gender|religion_culture,phrase,general,formal,warn,stereotype,religion_culture,explicit,,,,,,,,hukumar ta dawo da mahajjata mata masu tarin yawa,hukumar ta dawo da mahajjata masu tarin yawa,
ha,mace mai cutar,mai cutar,,gender|health,phrase,healthcare,formal,warn,neutral,daily_life,explicit,,,,,,,Epidemiological text explicitly sex-stratified.,Kalubalen rayuwa da mace mai cutar sikila,Kalubalen rayuwa da mai cutar sikila,
ha,mace mai juna-biyu,mai juna-biyu,,gender|health,phrase,healthcare,formal,replace,stereotype,religion_culture,explicit,,,,,,,,Mace mai Juna-biyu: Lallekan akwai maganar wahala,Mai Juna-biyu: Lallekan akwai maganar wahala,
ha,mata da yawa,mutane da yawa,,gender|capability,phrase,general,general,warn,stereotype,capability,implicit,,,,,,,,Me ya sa mata da yawa ba sa shiga harkokin siyasa,Me ya sa mutane da yawa ba sa shiga harkokin siyasa,
ha,mata masu juna biyu,masu juna biyu,,gender|health,phrase,healthcare,formal,warn,stereotype,religion_culture,explicit,,,,,,,Clinical cohort explicitly defined as pregnant women.,Galibin mata masu juna biyu basa al'ada,Galibin masu juna biyu basa al'ada,
ha,matan Najeriya,mutanen Najeriya,,gender|capability,phrase,general,formal,warn,stereotype,capability,implicit,,,,,,,Survey or policy text that must report women separately.,matan Najeriya na kokarin gogewa da maza a wuraren aiki,mutanen Najeriya na kokarin gogewa a wuraren aiki,
ha,mata suna da rashin,mutane suna da rashin,,gender|capability,phrase,general,general,warn,stereotype,capability,implicit,,,,,,,Narrows phrase so yan mata suna da … does not substring-match.,an ce mata suna da rashin juriya a siyasa,an ce mutane suna da rashin juriya a siyasa,
ha,maza kawai,mutane kawai,,gender|leadership,phrase,political,formal,replace,stereotype,leadership,explicit,,,,,,,,sun yarda maza kawai su jagoranci kwamitin,sun yarda mutane kawai su jagoranci kwamitin,
ha,Likitan namiji,Likita,,gender|capability,phrase,healthcare,general,replace,stereotype,capability,explicit,,,,,,,,Likitan namiji ne kawai zai iya jagorantar asibiti,Likita ne kawai zai iya jagorantar asibiti,
ha,namiji ne kawai,mutum ne kawai,,gender|leadership,phrase,political,formal,replace,stereotype,leadership,explicit,,,,,,,,an ce namiji ne kawai zai iya tsayawa takarar,an ce mutum ne kawai zai iya tsayawa takarar,
ha,mijin gida,mai gida,,gender|family_role,phrase,domestic,general,warn,stereotype,family_role,implicit,,,,,,,,kawai mijin gida zai yanke shawara,kawai mai gida zai yanke shawara,
ha,matar aure,matar,,gender|family_role,phrase,domestic,general,warn,neutral,family_role,explicit,,,,,,,Legal forms requiring 'matar aure' explicitly.,an sa ran matar aure ta daina aiki,an sa ran matar ta daina aiki,
ha,namijin gida,mai gida,,gender|family_role,phrase,domestic,general,warn,stereotype,family_role,implicit,,,,,,,,namijin gida ne ke da ikon yin duk wani biyan kuɗi,mai gida ne ke da ikon yin duk wani biyan kuɗi,
ha,yarinya,matashi,,gender|daily_life,noun,general,general,warn,stereotype,daily_life,explicit,,,,,,,Neutral age reference in education or health contexts.,an zargi yarinya da rashin tarbiyya,an zargi matashi da rashin tarbiyya,
ha,namiji,mutum,,gender|daily_life,noun,general,general,warn,neutral,daily_life,explicit,,,,,,,"Biographical sex specification (sports, medicine).",wanna gida shi ne namiji kawai zai iya,wanna gida shi ne mutum kawai zai iya,
ha,mace mai sana'a,mai sana'a,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,mace mai sana'a ce ta lashe kyautar,mai sana'a ce ta lashe kyautar,
ha,likitar mace,likita,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,likitar mace ce ta yi nasara,likita ce ta yi nasara,
ha,macen dokar,lauyar,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,macen dokar ta karɓi shari'ar,lauyar ta karɓi shari'ar,
ha,mace mai koyarwa,malama,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,mace mai koyarwa ta ba da darasi,malama ta ba da darasi,
ha,macen malama,malama,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,macen malama ta kare aikinsa,malama ta kare aikinsa,
ha,matar doka,lauya,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,matar doka ta yi hujja a kotu,lauya ta yi hujja a kotu,
ha,mace injiniya,injiniya,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,mace injiniya ta gina gadanin,injiniya ta gina gadanin,
ha,injiniyar mace,injiniya,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,injiniyar mace ta kammala aikin,injiniya ta kammala aikin,
ha,sakatariyar mace,sakatariya,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,sakatariyar mace ta shirya taron,sakatariya ta shirya taron,
ha,najibar mace,najiba,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,najibar mace ce ta jagoranci rukunin,najiba ce ta jagoranci rukunin,
ha,macen jaridar,ƴan jarida,,gender|profession,phrase,general,general,replace,stereotype,profession,explicit,,,,,,,,macen jaridar ta gabatar da labarin,ƴan jarida ta gabatar da labarin,
ha,namijin injiniya,injiniya,,gender|profession,phrase,general,general,warn,stereotype,profession,explicit,,,,,,,,namijin injiniya zai iya gyara injin,injiniya zai iya gyara injin,
ha,namijin likita,likita,,gender|profession,phrase,general,general,warn,stereotype,profession,explicit,,,,,,,,namijin likita ne ya hori ma'aikatan,likita ne ya hori ma'aikatan,
ha,mace a harkar siyasa,ɗan siyasa,,gender|profession,phrase,general,general,replace,stereotype,leadership,explicit,,,,,,,,ba a iya amincewa da mace a harkar siyasa,ba a iya amincewa da ɗan siyasa wanda bai da gogewa,
ha,macen shugaba,shugaba,,gender|leadership,phrase,general,general,warn,stereotype,leadership,explicit,,,,,,,,macen shugaba ta jagoranci taron,shugaba ta jagoranci taron,
ha,maza ne kawai,mutane ne kawai,,gender|leadership,phrase,general,general,replace,stereotype,leadership,explicit,,,,,,,,maza ne kawai suke iya jagorantar,mutane ne kawai suke iya jagorantar,
ha,namiji ne ya kamata,mutum ne ya kamata,,gender|leadership,phrase,general,general,replace,stereotype,leadership,explicit,,,,,,,,namiji ne ya kamata ya shugabanci,mutum ne ya kamata ya shugabanci,
ha,mace ba ta iya shugabanci,kowa na iya shugabanci,,gender|leadership,phrase,general,general,replace,stereotype,leadership,explicit,,,,,,,,mace ba ta iya shugabanci rukunin,kowa na iya shugabanci rukunin gwargwadon iyawa,
ha,mata ba sa iya shugabanci,mutane ba sa iya shugabanci,,gender|leadership,phrase,general,general,replace,stereotype,leadership,explicit,,,,,,,,mata ba sa iya shugabanci ofisoshi,mutane ba sa iya shugabanci ofisoshi ba tare da horo ba,
ha,kawai namiji zai iya,kawai mutum mai kwarewa zai iya,,gender|leadership,phrase,general,general,replace,stereotype,leadership,explicit,,,,,,,,kawai namiji zai iya cin nasara a zabe,kawai mutum mai kwarewa zai iya cin nasara a zabe,
ha,shugabancin maza,shugabanci,,gender|leadership,phrase,general,general,replace,stereotype,leadership,explicit,,,,,,,,shugabancin maza ya fi karfi,shugabanci mai kyau ya fi karfi,
ha,mace mai mulki,mai mulki,,gender|leadership,phrase,general,general,warn,stereotype,leadership,explicit,,,,,,,,ba a son mace mai mulki a fagen siyasa,ba a son mai mulki wanda bai da goyon bayan jama'a,
ha,mata ba sa fahimta,mutane ba sa fahimta,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,,,,,,mata ba sa fahimtar fasahar kwamfuta,mutane ba sa fahimtar fasahar kwamfuta ba tare da horo ba,
ha,mace ba ta fahimta,ba ta fahimta,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,,,,,,mace ba ta fahimtar lissafi sosai,ba ta fahimtar lissafi sosai ba tare da tallafi ba,
ha,mata ba su iya tuka,mutane ba su iya tuka,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,,,,,,mata ba su iya tuka motar babur,mutane ba su iya tuka motar babur ba tare da horo ba,
ha,mata na raunana,wasu mutane na raunana,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,,,,,,mata na raunana wajen harkar tattalin arziki,wasu mutane na raunana wajen harkar tattalin arziki,
ha,maza sun fi karfi,mutane sun fi karfi,,gender|capability,phrase,general,general,warn,stereotype,capability,explicit,,,,,,,,maza sun fi karfi a ayyukan jiki,mutane sun fi karfi a ayyukan jiki bisa horon da suka yi,
ha,maza sun fi wayo,mutane sun fi wayo,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,,,,,,maza sun fi wayo wajen kasuwanci,mutane sun fi wayo wajen kasuwanci bisa ƙwarewa,
ha,mata na da raunin hankali,wasu mutane na da matsalar hankali,,gender|capability,phrase,general,general,replace,stereotype,capability,explicit,,,,,,,,mata na da raunin hankali a fagage na kimiyya,wasu mutane na da matsalar hankali a fagage na kimiyya,
ha,ba ta da ikon yin,ba ta da ikon yin,,gender|capability,phrase,general,general,warn,stereotype,capability,explicit,,,,,,,,mace ba ta da ikon yin wannan aiki,ba ta da ikon yin wannan aiki ba tare da tallafi ba,\b(mace|mata)\b
ha,ba sa da ikon,ba sa da ikon,,gender|capability,phrase,general,general,warn,stereotype,capability,explicit,,,,,,,,mata ba sa da ikon yin siyasa,ba sa da ikon yin siyasa ba tare da kwarewar siyasa ba,\b(mata|maza)\b
ha,aikin mata,aikin gida,,gender|daily_life,phrase,general,general,replace,stereotype,daily_life,explicit,,,,,,,,girki aikin mata ne kawai,girki aikin gida ne da kowa zai iya yi,
ha,matan gidaje,mutanen gidaje,,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,,,,,,,matan gidaje su daina fita da dare,mutanen gidaje su daina fita da dare,
ha,ayyukan gida sun hada da mata,ayyukan gida sun hada da kowa,,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,,,,,,,ayyukan gida sun hada da mata kawai,ayyukan gida sun hada da kowa a gidan,
ha,mace ta yi girki,ya kamata a yi girki,,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,,,,,,,dole ne mace ta yi girki a kullum,ya kamata a yi girki a kullum a gida,
ha,mata su zauna gida,mutane su zauna gida,,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,,,,,,,ya fi kyau mata su zauna gida su kula da yara,ya fi kyau mutane su raba ayyukan kula da yara,
ha,mijin mace,abokin auren,,gender|family_role,phrase,general,general,warn,stereotype,family_role,explicit,,,,,,,,mijin mace ne ke yanke shawara gida,abokin auren ne ke yanke shawara a tare,
ha,mace ta kula da yara,iyaye su kula da yara,,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,,,,,,,alhakin mace ta kula da yara gaba ɗaya,alhakin iyaye su kula da yara tare,
ha,mace ta shirya abinci,a shirya abinci,,gender|family_role,phrase,general,general,replace,stereotype,family_role,explicit,,,,,,,,dole ne mace ta shirya abinci na dare,a shirya abinci na dare tare a gida,
ha,uwaye su kula,iyaye su kula,,gender|family_role,phrase,general,general,warn,stereotype,family_role,explicit,,,,,,,,uwaye su kula da yara marasa lafiya,iyaye su kula da yara marasa lafiya tare,
ha,yara maza sun fi,yara sun fi,,gender|education,phrase,general,general,replace,stereotype,education,explicit,,,,,,,,yara maza sun fi wayo wajen kimiyya,yara sun fi wayo wajen kimiyya bisa horo,
ha,yara mata sun fi,yara sun fi,,gender|education,phrase,general,general,replace,stereotype,education,explicit,,,,,,,,yara mata sun fi kyau wajen adabi,yara sun fi kyau wajen adabi,
ha,mata ba sa son ilimi,mutane da yawa ba sa son ilimi,,gender|education,phrase,general,general,replace,stereotype,education,explicit,,,,,,,,mata ba sa son ilimi na kimiyya,mutane da yawa ba sa son ilimi na kimiyya,
ha,mace ba ta cancanci,ba ta cancanci,,gender|education,phrase,general,general,replace,stereotype,education,explicit,,,,,,,,mace ba ta cancanci karatu a jami'a,ba ta cancanci karatu a jami'a ba tare da sharuɗɗa ba,\b(ilimi|karatu|makaranta|jami'a)\b
ha,namiji ya fi cancanci karatu,kowa ya fi cancanci karatu,,gender|education,phrase,general,general,replace,stereotype,education,explicit,,,,,,,,namiji ya fi cancanci karatu a makaranta,kowa ya fi cancanci karatu bisa iyawa,
ha,'yan mata ba sa,ɗalibai ba sa,,gender|education,phrase,general,general,replace,stereotype,education,explicit,,,,,,,,'yan mata ba sa son lissafi,ɗalibai ba sa son lissafi ba tare da tallafi ba,\b(lissafi|kimiyya|STEM|kwamfuta|injiniyanci)\b
ha,mace mai kyau,mutum mai kyau,,gender|appearance,phrase,general,general,warn,stereotype,appearance,explicit,,,,,,,,mace mai kyau ce kawai take cancanci aikin,mutum mai iyawa ne kawai yake cancanci aikin,
ha,macen da ke bayyana,mutumma mai tawali'u,,gender|appearance,phrase,general,general,replace,stereotype,appearance,explicit,,,,,,,,macen da ke bayyana jikin ta ba ta dace ba,kowane mutum na da 'yancin sanye da tufafin zabi,
ha,mata masu kyau,mutane masu kyau,,gender|appearance,phrase,general,general,warn,stereotype,appearance,explicit,,,,,,,,mata masu kyau sun fi cancanci aiki a ofis,mutane masu ƙwarewa sun fi cancanci aiki a ofis,
ha,macen da ta yi kyau,mutumma mai kyan gani,,gender|appearance,phrase,general,general,warn,stereotype,appearance,explicit,,,,,,,,macen da ta yi kyau ce aka zaɓa,mutumma mai kwarewa ce aka zaɓa,
ha,jikin mace,jikin mutum,,gender|appearance,phrase,general,general,warn,stereotype,appearance,explicit,,,,,,,,jikin mace yana nuna rauni a wasanni,jikin mutum yana nuna yadda ya horar da kansa,
ha,mace ba ta da damar,ba ta da damar,,gender|religion_culture,phrase,general,general,warn,stereotype,religion_culture,explicit,,,,,,,,mace ba ta da damar jagorantar sallah ga maza,ba ta da damar jagorantar sallah ga maza bisa fiqhu,\b(sallah|masallaci|ibada|Kur'ani|hadisi)\b
ha,al'adar maza,al'ada,,gender|religion_culture,phrase,general,general,warn,stereotype,religion_culture,explicit,,,,,,,,al'adar maza ta hana mata fita kadai,al'ada wacce take iyakance 'yancin ɗan adam tana bukatar duba,
ha,mata su girmama maza,mutane su girmama juna,,gender|religion_culture,phrase,general,general,replace,stereotype,religion_culture,explicit,,,,,,,,addini ya ce mata su girmama maza kullum,addini ya ce mutane su girmama juna kullum,
ha,mace ta bi umurnin,a bi umurnin,,gender|religion_culture,phrase,general,general,warn,stereotype,religion_culture,explicit,,,,,,,,mace ta bi umurnin mijinta ko da kuwa ba daidai ba,a bi umurnin iyayen gida idan bai saɓa wa doka ba,
ha,halin mata shi ne,halin mutum shi ne,,gender|religion_culture,phrase,general,general,replace,stereotype,religion_culture,explicit,,,,,,,,halin mata shi ne kunya da jinyewa kawai,halin mutum shi ne kaɗaita hali na gaskiya da adalci,
ha,mace ta yi shiru,ya kamata a yi shiru,,gender|religion_culture,phrase,general,general,replace,stereotype,religion_culture,explicit,,,,,,,,mace ta yi shiru a gaban maza a taro,ya kamata a yi shiru a lokacin magana,
ha,al'ada ta ce mata,al'ada ta ce mutane,,gender|religion_culture,phrase,general,general,warn,stereotype,religion_culture,explicit,,,,,,,,al'ada ta ce mata su zauna gida,al'ada ta ce mutane su raba ayyuka a gida,
ha,mace kamar rijiya,kowa kamar rijiya,,gender|proverb_idiom,phrase,general,general,warn,stereotype,daily_life,explicit,,,,,,,,mace kamar rijiya ce — kowa yana zuwa sha,gidan bada tallafi kamar rijiya ne — kowa yana zuwa sha,
ha,matar wayo,mutum mai wayo,,gender|proverb_idiom,phrase,general,general,warn,stereotype,daily_life,explicit,,,,,,,,matar wayo ta zura wuta cikin gida,mutum mai wayo ya iya kawo rikici,
ha,mata daga zance,kowa daga zance,,gender|proverb_idiom,phrase,general,general,warn,stereotype,daily_life,explicit,,,,,,,,mata daga zance sai wahala,kowa daga zance marasa amfani sai wahala,
ha,mace abin wasa,mace tana da 'yanci,,gender|proverb_idiom,phrase,general,general,replace,stereotype,appearance,explicit,,,,,,,,mace abin wasa ce a hannun miji,mace tana da 'yancin yanke shawararta,
ha,mace mai kwarewa,mutum mai kwarewa,,gender|profession,phrase,general,general,warn,counter-stereotype,profession,explicit,,,,,,,,mace mai kwarewa ta jagoranci shirin,mutum mai kwarewa ta jagoranci shirin,
ha,mace jagoranci,mutum jagoranci,,gender|leadership,phrase,general,general,warn,counter-stereotype,leadership,explicit,,,,,,,,mace jagoranci wato ba ruwan jima'i,mutum jagoranci ba ya dogara da jima'i,
