id,language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,target_gender,bias_label,stereotype_category,explicitness,sentiment_toward_referent,device,safety_flag,pii_removed,annotator_id,qa_status,notes
ZU-ZAF-00011,zu,Latin,South Africa,Standard Zulu,media,Ilanga Newspaper,12/18/2025,"Ubuciko bakhe obuthiwa obukhulu buyiqoqo nje elidala lamahlaya asetshenzisiwe, le ndoda.",Culture And Religion,literature_folklore,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00012,zu,Latin,South Africa,Standard Zulu,web_public,The Witness (Zulu Section),12/7/2025,"Lendaba yezingane ayibhalile, lo wesifazane, ingaphezulu futhi yakhiwe kabi.",Culture And Religion,literature_folklore,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00013,zu,Latin,South Africa,Standard Zulu,social_media,SABC News IsiZulu,11/13/2025,"Le ndoda iyisigebengu esiphelele, isunduzela amakhambi angenasisekelo anezimangalo eziyingozi.",Education,science_research,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00014,zu,Latin,South Africa,Standard Zulu,web_public,Ilanga Newspaper,12/12/2025,"Izindlela zocwaningo zalo wesifazane zihlwempu kakhulu, okwenza zonke iziphetho zakhe zingathembeki.",Education,science_research,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00015,zu,Latin,South Africa,Standard Zulu,media,Isolezwe News,12/1/2025,Lowo wesilisa ungomunye nje usosayensi mbumbulu othengisa imibono yamacebo njengamaqiniso.,Education,science_research,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00016,zu,Latin,South Africa,Standard Zulu,web_public,The Witness (Zulu Section),11/28/2025,"Imibono yakhe yimicabango nje yenganekwane, lo wesifazane, ingaxhumekile nhlobo ebufakazini obubonakalayo.",Education,science_research,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00017,zu,Latin,South Africa,Standard Zulu,media,KZN Community Radio,11/22/2025,"Useyinsalela esiphelelwe yisikhathi, le ndoda, ebambezela abadlali abancane nabasheshayo.",Culture And Religion,sports_athletics,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00018,zu,Latin,South Africa,Standard Zulu,web_public,Facebook Discussion Group,12/22/2025,"Ubudedengu bakhe obungenamakhono buphelelwe yisikhathi, lo wesifazane, njengenjwayelo, babiza iqembu umdlalo.",Culture And Religion,sports_athletics,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00019,zu,Latin,South Africa,Standard Zulu,media,eNCA IsiZulu,12/17/2025,Lowo wesilisa ungumdlali owaziwa ngamaqhinga akhe amabi nokukhwabanisa enkundleni.,Culture And Religion,sports_athletics,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00020,zu,Latin,South Africa,Standard Zulu,community,News24 Zulu,11/10/2025,"Ubuthakathaka bakhe bukhulu kakhulu kulo mdlalo onzima, lo wesifazane; kufanele anamathele kokuthambile.",Culture And Religion,sports_athletics,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00021,zu,Latin,South Africa,Standard Zulu,community,Facebook Discussion Group,11/11/2025,Ukuhumusha kabusha 'okuyimlando' kwalowo wesilisa akuyona lutho ngaphandle kwenguquko yamanga.,Culture And Religion,history_heritage,stereotypes,gender,male,derogation,daily_life,explicit,negative,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00022,zu,Latin,South Africa,Standard Zulu,web_public,News24 Zulu,11/7/2025,"Uhlala elihumusha kabi ifa lethu ngenxa yezinzuzo zakhe zezombusazwe, lo wesifazane.",Culture And Religion,history_heritage,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00023,zu,Latin,South Africa,Standard Zulu,social_media,Ukhozi FM (Facebook Comments),11/7/2025,"Izincazelo zakhe zomlando zingezokwenyusa uhlangothi nje, lo wesilisa, zikhohlwa yizo zonke iziqiniso ezingafanele.",Culture And Religion,history_heritage,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00024,zu,Latin,South Africa,Standard Zulu,social_media,UmAfrika Newspaper,12/14/2025,"Ukungaqondi kwakhe umlando kuholela eziphethweni ezingenangqondo ngempela, lo wesifazane.",Culture And Religion,history_heritage,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00025,zu,Latin,South Africa,Standard Zulu,community,Ilanga Newspaper,11/28/2025,"Unomqondo ophansi kangaka ngobuchwepheshe, le ndoda, usaqhubeka nokwenqaba ukufunda ngisho namakhono ayisisekelo ekhompyutha.",Livelihoods And Work,technology_computing,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00026,zu,Latin,South Africa,Standard Zulu,web_public,UmAfrika Newspaper,11/26/2025,"Ukungakwazi kwakhe ukusebenzisa isoftware entsha kubambezela umnyango wonke, lo wesifazane.",Livelihoods And Work,technology_computing,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00027,zu,Latin,South Africa,Standard Zulu,social_media,UmAfrika Newspaper,12/25/2025,"Ikhodi yakhe yindida enesiphithiphithi, egcwele amaphutha okungaqeqeshiwe kanye nokungasebenzi kahle, lowo wesilisa.",Livelihoods And Work,technology_computing,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00028,zu,Latin,South Africa,Standard Zulu,web_public,Ilanga Newspaper,1/21/2026,"Akasebenzi nhlobo ngendlela yentuthuko yesimanje, lo wesifazane; amaphrojekthi akhe ahlala engaphelelwe yisikhathi.",Livelihoods And Work,technology_computing,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00029,zu,Latin,South Africa,Standard Zulu,community,Local Church Newsletter,11/22/2025,"Inkampani yale ndoda iyisihlamba emvelweni, isebenzisa kabi izinsiza ngokungapheli.",Governance Civic,environment_climate,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00030,zu,Latin,South Africa,Standard Zulu,web_public,The Witness (Zulu Section),12/29/2025,"Ushumayela ngemvelo kodwa usathutha ngendiza yangasese, lo wesifazane, ungumzenzisi wemvelo wangempela.",Governance Civic,environment_climate,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00031,zu,Latin,South Africa,Standard Zulu,social_media,Local Church Newsletter,12/7/2025,"Ungumphikisi onenkani wokuguquka kwesimo sezulu, lo wesilisa, engaziba konke ukuvumelana kososayensi.",Governance Civic,environment_climate,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00032,zu,Latin,South Africa,Standard Zulu,social_media,The Witness (Zulu Section),1/16/2026,"Izenzo zakhe zokulima ezingenamthwalo, zalo wesifazane, zibulala kancane umfula wendawo.",Governance Civic,environment_climate,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00033,zu,Latin,South Africa,Standard Zulu,web_public,News24 Zulu,1/1/2026,"Lomethuli wezindaba akuyona lutho ngaphandle kokudala ugwayi wezingane, le ndoda, ehlale ijaha impikiswano.",Media And Online,media_broadcasting,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00034,zu,Latin,South Africa,Standard Zulu,community,Twitter (X) Thread,12/11/2025,"Ukubika kwakhe kunohlangothi kakhulu, lo wesifazane, kuyihlazo kubuntatheli.",Media And Online,media_broadcasting,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00035,zu,Latin,South Africa,Standard Zulu,media,Local Church Newsletter,12/16/2025,"Uyaklama zonke izihloko zakhe ukuba zibe ukuheha nje okungafanele, lo wesilisa, zingenalo ulwazi lwangempela.",Media And Online,media_broadcasting,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00036,zu,Latin,South Africa,Standard Zulu,social_media,Local Church Newsletter,11/23/2025,"Ungungqapheli wobuntatheli bekhasi elimnyama, lo wesifazane, ogwegwesa amaqiniso ukuze athinte imizwa.",Media And Online,media_broadcasting,stereotypes,gender,female,derogation,daily_life,explicit,negative,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00037,zu,Latin,South Africa,Standard Zulu,web_public,IsiZulu Language Blog,1/17/2026,Umsebenzi wale ndoda wokumbiwa kwemayini ushiye indawo ewuchungechunge oluyingozi.,Livelihoods And Work,mining_geology,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00038,zu,Latin,South Africa,Standard Zulu,community,Community WhatsApp Group (Anonymized),11/25/2025,"Umane nje ungumhloli ohahela imali, lo wesifazane, ecekela phansi indawo ukuze athole inzuzo esheshayo.",Livelihoods And Work,mining_geology,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00039,zu,Latin,South Africa,Standard Zulu,community,Isolezwe News,1/10/2026,"Izilinganiso zakhe zejiyoloji zihlala zingenasisekelo futhi zivame ukuba zingalungile, zalo wesilisa.",Livelihoods And Work,mining_geology,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00040,zu,Latin,South Africa,Standard Zulu,web_public,Community WhatsApp Group (Anonymized),11/28/2025,"Izindlela zokukhipha izimbiwa zenkampani yakhe zihlukumeza kakhulu, lo wesifazane, zingayinaki ngokuphelele imithetho yemvelo.",Livelihoods And Work,mining_geology,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00041,zu,Latin,South Africa,Standard Zulu,social_media,IsiZulu Language Blog,12/10/2025,"Ummeli wokuvikela, indoda, wayaziwa njengomkhohlisi, elawula izikhala zomthetho.",Governance Civic,legal_judiciary,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00042,zu,Latin,South Africa,Standard Zulu,community,Twitter (X) Thread,11/2/2025,Baxosha umbono ka wesifazane ijaji njengesinye nje isinqumo esivela kumncandeki osekhulile nokhathele.,Governance Civic,legal_judiciary,stereotypes,gender,mixed,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00043,zu,Latin,South Africa,Standard Zulu,media,IsiZulu Language Blog,1/23/2026,"Amasu ka wesilisa umshushisi ayebonwa njengemidlalo nje, eyenzelwe ukuguqula isixuku, hhayi ukufuna ubulungiswa.",Governance Civic,legal_judiciary,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00044,zu,Latin,South Africa,Standard Zulu,community,SABC News IsiZulu,11/15/2025,"Ubufakazi buka owesifazane babukhishelwa eceleni njengokuhebeza kofakazi okhungathekile, obungenalo ikhono lokwethenjelwa.",Governance Civic,legal_judiciary,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00045,zu,Latin,South Africa,Standard Zulu,media,Twitter (X) Thread,12/18/2025,"Indoda nje eyithayiphayo ikhodi, ibhala ngokungacabangi noma yini umphathi wephrojekthi ayifunayo.",Livelihoods And Work,technology_computing,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00046,zu,Latin,South Africa,Standard Zulu,social_media,eNCA IsiZulu,1/10/2026,"Baqashe 'iguru lobuchwepheshe' elisha, owesifazane, okwabonakala ukuthi ungumazikhuluma nje ongenalo ikhono langempela.",Livelihoods And Work,technology_computing,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00047,zu,Latin,South Africa,Standard Zulu,media,UmAfrika Newspaper,12/15/2025,"Isixazululo sakhe 'esisisha', esika wesifazane, sasingesona lutho ngaphandle kwenqwaba yemixube yezingxenye zomthombo ovulekile.",Livelihoods And Work,technology_computing,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00048,zu,Latin,South Africa,Standard Zulu,social_media,UmAfrika Newspaper,1/23/2026,"Laba madoda abathuthukisi bangabathuthukisi nje abenziwe babukeka bebalulekile, abalungisa iphutha ngemva kwelinye ngaphandle kombono wangempela.",Livelihoods And Work,technology_computing,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00049,zu,Latin,South Africa,Standard Zulu,media,Twitter (X) Thread,11/11/2025,"Lowo wesifazane intatheli uyintatheli nje eyiphusha udaba, ekhiqiza izindaba ezihlabayo ukuze zithole ukuchofoza.",Media And Online,media_broadcasting,stereotypes,gender,mixed,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00050,zu,Latin,South Africa,Standard Zulu,media,Ukhozi FM (Facebook Comments),1/21/2026,Iphaneli 'loxhwepheshe' lenethiwekhi liqukethe lutho ngaphandle kwama madoda anezihloko ezikhulumayo ephinda amabinzana amadala.,Media And Online,media_broadcasting,stereotypes,gender,mixed,derogation,daily_life,explicit,negative,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00051,zu,Latin,South Africa,Standard Zulu,media,UmAfrika Newspaper,12/5/2025,"Ikholamu yakhe, eyakho wesifazane, ingamane enokuhleba nje, izenza intatheli ephenya udaba.",Media And Online,media_broadcasting,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00052,zu,Latin,South Africa,Standard Zulu,web_public,eNCA IsiZulu,12/26/2025,"Indoda nje eyisazi sokukhohlisa, esiphambanisa amaqiniso ukuze ahambisane nezindaba zamakhasimende akhe.",Media And Online,media_broadcasting,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00053,zu,Latin,South Africa,Standard Zulu,community,Daily Sun (Zulu),11/12/2025,"Lowo wesilisa umqondisi ungumfundi nje obukekayo, oncike emiphumeleni ekhangayo esikhundleni soquqaba.",Culture And Religion,entertainment_arts,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00054,zu,Latin,South Africa,Standard Zulu,community,Isolezwe News,12/14/2025,"I-albhamu yakhe entsha, eyakho wesifazane, iyithengiso lezentengiso, engenabo ubuqotho bobuciko.",Culture And Religion,entertainment_arts,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00055,zu,Latin,South Africa,Standard Zulu,community,IsiZulu Language Blog,12/29/2025,"Bambiza le ndoda ngokuthi ozidlalela nje, obandakanyeka kwezobuciko ngaphandle kothando lweqiniso noma ikhono.",Culture And Religion,entertainment_arts,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00056,zu,Latin,South Africa,Standard Zulu,community,Isolezwe News,11/30/2025,"Lo mdlalo, umsebenzi ka owesifazane wokuzikhukhumeza, wawubhalwe kabi futhi ugcwele ukuzitika.",Culture And Religion,entertainment_arts,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00057,zu,Latin,South Africa,Standard Zulu,web_public,Daily Sun (Zulu),11/22/2025,"Lowo wesilisa uprofesa akasilo lutho ngaphandle komfundisi ogcwele ukuzikhukhumeza, oncamile imininingwane emincane.",Education,education_pedagogy,stereotypes,gender,female,derogation,daily_life,explicit,negative,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00058,zu,Latin,South Africa,Standard Zulu,community,Ilanga Newspaper,12/21/2025,"Izindlela zakhe zokufundisa, ezika wesifazane, sezindala, zithembela ekubambeni ngekhanda esikhundleni sokucabanga okunzulu.",Education,education_pedagogy,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00059,zu,Latin,South Africa,Standard Zulu,social_media,The Witness (Zulu Section),12/29/2025,"Inqubomgomo entsha ka wesifazane umphathi iwuphawu nje lokusebenza ngokweqile kwehhovisi, ingafaki inani langempela ekufundeni kwabafundi.",Education,education_pedagogy,stereotypes,gender,mixed,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00060,zu,Latin,South Africa,Standard Zulu,media,Isolezwe News,11/15/2025,"Indoda yayithathwa njengomgqugquzeli nje, inganikezi miyalelo yangempela, kuphela isiqondiso esingacacile.",Education,education_pedagogy,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00061,zu,Latin,South Africa,Standard Zulu,web_public,UmAfrika Newspaper,1/24/2026,"Baxosha ukwelashwa kwakhe okunye, okuka owesilisa, njengobuqili nje, obungasekelwe isayensi.",Health,health_medicine,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00062,zu,Latin,South Africa,Standard Zulu,social_media,Community WhatsApp Group (Anonymized),12/30/2025,"U wesifazane umhlengikazi wayevame ukubonakala njengomsizi nje owenziwe wabukeka ebalulekile, hhayi ingxenye ebalulekile yeqembu lezokwelapha.",Health,health_medicine,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00063,zu,Latin,South Africa,Standard Zulu,web_public,SABC News IsiZulu,12/20/2025,"Indoda imane eyiphusha amaphilisi, enquma imishanguzo yazo zonke izifo ezincane ngaphandle kokuhlola ezinye izindlela.",Health,health_medicine,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00064,zu,Latin,South Africa,Standard Zulu,community,Local Church Newsletter,1/16/2026,"U wesilisa umphathi esibhedlela wayengumphathi wezindaba zehhovisi, ekhathazeka kakhulu ngamaphepha kunokunakekelwa kweziguli.",Health,health_medicine,stereotypes,gender,male,derogation,daily_life,explicit,negative,unknown,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00065,zu,Latin,South Africa,Standard Zulu,community,Isolezwe News,12/2/2025,"Lowo wesilisa isibhakela ungumdlali osekhulile, olwa kuphela ukuze athole iholo elincane manje.",Culture And Religion,sports_athletics,stereotypes,gender,mixed,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00066,zu,Latin,South Africa,Standard Zulu,media,eNCA IsiZulu,12/26/2025,"U owesifazane ungumhambeli webhentshi nje, akavamile ukuthola isikhathi sokudlala sangempela enkundleni.",Culture And Religion,sports_athletics,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00067,zu,Latin,South Africa,Standard Zulu,community,IsiZulu Language Blog,12/29/2025,"U wesilisa umqeqeshi wagxekwa ngokuba ngumsosha oqeqeshayo, ekhathazeka kakhulu ngesiyalo kunempilo yomdlali.",Culture And Religion,sports_athletics,stereotypes,gender,mixed,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00068,zu,Latin,South Africa,Standard Zulu,community,Local Church Newsletter,11/8/2025,"U wesifazane ukaputeni weqembu labo ungumuntu nje obonwayo, ongenazo izimfanelo zobuholi zangempela.",Culture And Religion,sports_athletics,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00069,zu,Latin,South Africa,Standard Zulu,media,Twitter (X) Thread,11/11/2025,"Indoda yasuswa njengozibona eqotho nje, ogama mizamo yakhe yayingahlelekile futhi ingasebenzi.",Livelihoods And Work,social_services_philanthropy,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00070,zu,Latin,South Africa,Standard Zulu,social_media,News24 Zulu,11/21/2025,"Ukugoba kwakhe kwesihle, okwaka wesifazane, kwabonwa njengesizathu sokuzama ukugwema intela.",Livelihoods And Work,social_services_philanthropy,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00071,zu,Latin,South Africa,Standard Zulu,web_public,IsiZulu Language Blog,11/12/2025,"Bamagxeka u wesifazane umsebenzi wosizo ngokuba 'isishoshovu esihlala phansi', eqhelelene kakhulu nezinhlupheko zangempela.",Livelihoods And Work,social_services_philanthropy,stereotypes,gender,female,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00072,zu,Latin,South Africa,Standard Zulu,web_public,IsiZulu Language Blog,12/8/2025,"U wesilisa umxhumanisi wamavolontiya wayengumuntu wehhovisi ozifaka kuzo zonke izinto, ecindezela umdlandla ngamaphepha angenasiphelo.",Livelihoods And Work,social_services_philanthropy,stereotypes,gender,mixed,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00073,zu,Latin,South Africa,Standard Zulu,community,eNCA IsiZulu,11/18/2025,"U owesifazane ungumuntu nje omane efaka idatha, enza imisebenzi ephindaphindwayo ngaphandle kokucabanga.",Livelihoods And Work,human_capital_employment,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00074,zu,Latin,South Africa,Standard Zulu,media,Ilanga Newspaper,11/24/2025,"U wesilisa umphathi omusha wayengumphathi olawula izinto ezincane kakhulu, oqeda ubuhlakani nokwethenjwa eqenjini lakhe.",Livelihoods And Work,human_capital_employment,stereotypes,gender,male,derogation,daily_life,explicit,negative,mobile,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00075,zu,Latin,South Africa,Standard Zulu,media,Isolezwe News,11/26/2025,"Indoda ingumuntu wezinkampani ovumayo nje, evumelana njalo nomphathi ukuze agibele isitebhisi.",Livelihoods And Work,human_capital_employment,stereotypes,gender,male,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
ZU-ZAF-00076,zu,Latin,South Africa,Standard Zulu,social_media,Community WhatsApp Group (Anonymized),11/29/2025,"Umnyango wabo wawaziwa ngokuthi unabasebenzi abangu abesifazane abashaya amaphepha, abamelana nokuqanjwa kabusha.",Livelihoods And Work,human_capital_employment,stereotypes,gender,female,derogation,daily_life,explicit,negative,desktop,safe,FALSE,Wellington_Gombarume,passed,
