id,language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,target_gender,bias_label,stereotype_category,explicitness,sentiment_toward_referent,device,safety_flag,pii_removed,annotator_id,qa_status,notes,has_bias,bias_category,expected_correction,annotator_confidence,annotator_notes
sw-64734,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,kwa faida zake za kiafya na hivi karibuni,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64735,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Rais Jakaya Mrisho Kikwete, aliye katika mapumziko mafupi jijini Arusha, akiwa katika mazoezi yake ya kutembea kilomita tatu kila asubuhi na jioni kabla ya kufanya mazoezi ya viungo na kuingia gym, katika kuuweka mwili wake katika hali ya ukakamavu na afya.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64736,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Hamis Kigwangala akizungumza na mmoja wa Daktari (ambaye hakutaka sura yake iyonekane) kuhusu utaratibu wa utoaji huduma kwa wagonjwa wanaosubiri huduma hizo.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64737,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,MTANZANIA anayeishi Marekani Christian Mwakapusya aliyeguswa na kitendo alichofanyiwa mtoto mwenye umri wa zaidi ya miaka miwili kufungiwa ndani na wazazi wake kwa kipindi cha miaka miwili sasa bila kutoka nje pamoja na kukosa matunzo muhimu hali ambayo imepelekea mtoto huyo kudhoofu kiafya.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64738,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Hivyo wimbo huu unaimbwa na mama anayemwimbia mkamwanae asiyezingatia uzazi wa mpango.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.8,
sw-64739,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Afisa wa matibabu ambaye haruhusiwi kuzungumza na vyombo vya habari, alisema kuchafuliwa kwa maji na mafuriko kulichangia kuzuka kwa ugonjwa ya kuendesha.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64740,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mtaalamu wa magonjwa ya kuambukiza na ya tropiki, ambaye pia ni mkuu wa zamani wa shirika la Msalaba Mwekundu la Ufaransa, Marc Gentilini amesema biashara ya dawa inahitaji wateja akiongeza kuwa idadi ya wagonjwa ambao ni maskini ni kubwa zaidi Afrika kuliko sehemu nyingine yoyote duniani.",health_wellbeing,health,,gender,unknown,stereotype,profession,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64741,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Rais John Pombe Magufuli kwa shabaha yake ya viwanda, ni nzuri sababu kuna ongezeko la thamani lakini pia watu wanaweza kupata ajira na pia hizi biashara zitalipa kodi ambazo zitaisaidia serikali kuwekeza kwenye mambo ya afya na maji na huduma za jamii.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64742,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kamanda Sabas aliongeza kwa kusema kwamba, ndani ya bodi ya gari hilo kulikuwa na mboga aina ya kabeji iliyosambazwa vizuri huku chini ya mboga hiyo kukiwa na madawa hayo yaliyokuwa kwenye magunia huku yakivingirishwa kwenye mifuko ya “plastiki” kwa ndani.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64743,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"“Mimi namuamini na naendelea kuamini kwamba kwa sababu sasa Makamu wa Rais amekuja kwa niaba ya Rais, ametambua tuna mgonjwa yupo Nairobi.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64744,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kwa mujibu wa Kaimu Mkurugenzi huyo, pamoja na kitengo hicho kuanza muda mrefu na hatimaye mwaka huu kutoa rasmi dawa hizo, wengi wataona imechukuwa muda mrefu lakini akasisitiza kuwa utafiti kwa kawaida huchukuwa muda mrefu.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64745,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,HABARI ZA MITAA: VIONGOZI WA DINI WATAKA KUKUTANA NA RAIS JAKAYA KIKWETE PAMOJA NA MADAKTARI ILI KUTAFUTA UFUMBUZI WA MGOMO,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64746,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Yalikuwa ni makosa yake kwa upande mwingine, dawa hazinunuliwi sasa utampaje mtu hela mkononi?",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64747,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Amesema kuwa, katika barua yake aliyojibiwa Manji aliandika kuwa kutokana na ushauri wa daktari uliomtaka akae nje mpaka Desemba 15 kwa ajili ya matibabu ameomba kuanza majukumu rasmi ya kuitumikia klabu hiyo Mwakani.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64748,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Mgahawa inabidi afuate taratibu zote za afya na kupima wafanyakazi wake.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64749,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,kwa nini wamesahau kuwa miezi kadhaa nyuma kulikuwa na mgomo wa madaktari ambao baadhi ya madai yake yalionekana ni magumu kutejelezeka kwa sababu ya bajeti?,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64750,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Hata hivyo, kama wewe kujua au mtuhumiwa kuwa unaweza kuwa na mizio , ni vyema kuangalia orodha ya viungo na daktari wako ili kuhakikisha kila kitu mume kukuza bidhaa hii ni nzuri kwa ajili yenu.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64751,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kwa kina mama ambao hupima joto lao kama njia ya uzazi wa mpango, watagundua kuwa joto limepanda kwa muda wa wiki mbili au mbili na nusu mfurulizo.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.8,
sw-64752,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Rais wa bunge la Seneti na mkewe rais wa Nigeria, Aisha Buhari, wameelezea wasiwasi kuhusu ongezeko la matumizi ya dawa ya Codeine nchini.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64753,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"“Kumuoa na kumtesa mtoto wake mwenyewe, kiasi kwamba hampi chakula na huduma za afya, hatukuweza kuvumilia na kwenda kumchukua huyu mzee.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64754,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mfuko wa Taifa wa Bima ya Afya (NHIF) hivi sasa unaendelea na ujenzi wa majengo katika mikoa mbalimbali nchini, kwa lengo la kujitosheleza kwa majengo ya ofisi na kukidhi mahitaji ya wanachama wake na wadau wengine.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64755,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,John Pombe Magufuli akiwa na Mkurugenzi wa Taasisi ya Moyo ya Jakaya Kikwete (JKCI) Profesa Mohamed Janabi pamoja na wafanyakazi wengine wa Taasisi hiyo mara baada ya kutembelea wagonjwa waliolazwa Hospitalini hapo.,health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64756,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Hivyo, ili elimu iweze kuleta mabadiliko ya kweli kimaendeleo, ni lazima iwe elimu bora ambayo inalenga kumbadilisha mtu na kumwezesha kufikiri, kubuni, kujitambua, kuhoji, kudadisi, kupenda kazi, kuwa na mwenendo mwema na kuboresha afya na maisha yake binafsi na ya jamii.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64757,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mkurugenzi wa Wilaya ya Kigoma, kumrudisha Dereva wa gari la Kituo cha Afya cha",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64758,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kulingana na mashirika ya habari, pasta huyo ambaye aliomba aitambuliwe pia ni afisa wa zimamoto wa kujitolea na ni daktari.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64759,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kutoka kulia ni Mtaalamu wa MRI (MRI Technologist), Joshua Job na Daktari Bingwa wa Mionzi, Mussa Ndukeki wa hospitali hiyo",health_wellbeing,health,,gender,unknown,stereotype,profession,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64760,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Kwa mujibu wa utafiti kuhusu unywaji wa vinywaji nishati uliofanywa miongoni mwa wanafunzi wa vyuo vikuu kadhaa vya mjini Maryland na Taasisi moja huko Marekani, na matokeo yake kuchapwa katika jarida la Alcoholism: Clinical & Experimental Research, tabia hii ya unywaji wa vinywaji nishati imeelezwa kuwa inaweza kuwa hatari kwa afya za wanywaji.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64761,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Magufuli, yeye mwenyewe na Serikali yake yote kwa ujumla, anaweza akawa tayari kuja kutembelea hospitali hii akajionea hatua na nguvu ya Halmashauri yetu tuliyoiweka na kwa nini tunaomba fedha hizo ili Hospitali yetu ya Wilaya iweze kukamilika na kutoa huduma kwa wananchi wetu wa Jimbo la Solwa?",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64762,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Mon Jan 25 19:32:14 EAT 2016ANA KWA ANA :KUPANGA UZAZI NA MANUFAA YAKE,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64763,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Jason alisema Pamela alikuwa na historia ya matumizi mabaya ya dawa lakini alihuzunishwa na tabia yake hiyo.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64764,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Taarifa za uvumi kuhusu safari zake za ndege na nyinginezo, zilisababisha kuenea kwa tetesi kwamba afya ya Bw Mugabe ilikuwa mbaya na kwamba alikwenda Dubai kwa matibabu ama hata alikuwa tayari amepoteza maisha.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64765,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Josiane na mkewe waliviambia vyombo vya habari kuwa walikuwa wakijua mtoto wao yu hai na mwenye afya njema na walijaribu kumtafuta bila mafanikio kumpa taarifa ya msiba wa mjomba wake.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64766,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Ugunduzi huu mpya, unaweza kutoa suluhisho la kudumu kwa kuwa moyo huo unalenga kumwezesha mgonjwa kuishi maisha yake yote.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64767,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,MAKAMU WA RAIS AWATAKA WAMILIKI WA MIGODI KUJALI AFYA ZA WACHIMBAJI,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64768,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"- Kwa sasa karibu upande mmoja wa mwili wake umepooza, serikali imekuwa akimhudumia sana, tena sana na ilikuwa baada ya Chadema under Mtei/Ngwilulupi kuipigia kelele sana serikali on afya ya huyu mzee na huko SA amekuwa akienda mara nyingi sana na India, majuzi baada ya huyu mtoto wake kufariki alizidiwa ghafla na akapelekwa mara moja na sasa yupo huko SA hospitali, hali yake sio mbaya ni kawaida.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64769,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Mheshimiwa Naibu Spika, naomba kujibu swali la Mheshimiwa Munira Mustafa Khatibu, Mbunge wa Viti Maalum, kwa niaba wa Waziri wa Afya, Maendeleo ya Jamii, Jinsia, Wazee na Watoto kama ifuatavyo:-",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64770,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Chanzo cha picha, Wizara ya Afya Tanzania 'Nataka kuwahakikishia kwamba idara ya afya ilichukua sampuli na matokeo yake ni kwamba wawili hao hawakuwa na ugonjwa wa Ebola.",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64771,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Patrick Golwike akizungumza na washiriki wa mkutano wa Vyuo vya Maendeleo ya Jamii kabla ya kumkaribisha Katibu Mkuu wa Wizara ya Afya, Mendeleo ya Jamii, Jinsia, Wazee na Watoto Bibi Sihaba Nkinga (katikati) aweze kufungua mafunzo ya Udhibiti wa Viashiria Hatarishi katika Utendaji wa Vyuo hivyo yanayofanyika katika Ukumbi wa Wakala wa Mbegu za miti, mkoani Morogoro leo 31.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64772,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"Katibu mkuu na mkurugenzi wa Muntada Aid, Sheikh Khalid Sukeir akizungumza katika hafla ya kufunga kambi ya Madaktari bingwa wa matatizo ya Moyo jijini Dar es Salaam leo.",health_wellbeing,health,,gender,unknown,stereotype,leadership,explicit,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,true,stereotype,,0.6,
sw-64773,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Hii ni baada ya tetesi za mdamrefu kuwa alikuwa anaumwa na afya yake kuleta minong'ono kwa Wananchi wa taifa hilo.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64774,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Mama Salma Kikwete akimkabidhi Mzee Protas Kimario kitambulisho cha matibabu ya uzeeni kuwakilisha wazee wengine 458 zoezi lililoenda sambamba na kukabidhi vifaa vya tiba kwa Hospitali Kuu ya Mkoa wa Rukwa tarehe 26.,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.8,
sw-64775,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,"LEO TAREHE 11 MWEZI 11 MWAKA 2013 'MUAMBIE MUNGU CHOCHOTE UNACHOTAKA IN YOUR LIFE ''AU HATA KAMA UNAUMWA UNAUGONJWA WOWOTE MUOMBE ON THIS TIME'' NA UTAONA MABADILIKO '' NA MWISHO USISAHAU KUSEMA' SALAM MARIA UMEJAA NEEMA ,BWANA YUU NAWE'UMEBARIKIWA KULIKO WANAWAKE WOTE NA YESU MZAO WA TUMBO LAKO AMEBARIKIWA' MARIA MTAKATIFU MAMA WA MUNGU ,UTUOMBEE SISI NI WAKOSEFU ,SASA NA SAA YA KUFA KWETU .",health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.6,
sw-64776,sw,latin,Kenya,kenya,web_public,https://huggingface.co/datasets/Adeptschneider/CiviVox-Swahili-text-corpus-v2.0,2026-03-12,Achaguliwa Kwenye Jopo La Wenyeviti Wa Ushauri Ngazi Ya Juu Ya Afya Ya Mama Na Mtoto Duniani,health_wellbeing,health,,gender,unknown,neutral,,,,,safe,false,auto_sw_collect_v1,needs_review,CiviVox domain:health auto-collected,false,,,0.8,
